COD_ACIDENTE;MOTOCICLETA;AUTOMOVEL;MICROONIBUS;CAMINHAO;ONIBUS;CICLOMOTOR;BICICLETA;OUTROS;TREM;TRACAOANIMAL
MVL2277;1;1;0;0;0;0;0;0;0;0;
URK9454;0;1;0;0;0;0;0;0;0;0;
QRA2225;1;1;0;0;0;0;0;0;0;0;
FBT8662;1;1;0;0;0;0;0;0;0;0;
AYZ6227;0;2;0;0;0;0;0;0;0;0;
TYT3845;1;0;0;1;0;0;0;0;0;0;
RIA3779;0;1;0;0;0;0;0;0;0;0;
XDA2506;1;1;0;0;0;0;0;0;0;0;
ZYA9140;1;1;0;0;0;0;0;0;0;0;
MYZ5625;2;0;0;0;0;0;0;0;0;0;
NZI3128;1;0;0;0;0;0;0;0;0;0;
HLK4445;1;1;0;0;0;0;0;0;0;0;
ASM9312;1;1;0;0;0;0;0;0;0;0;
EEP9855;0;1;0;0;0;0;0;0;0;0;
PMD6122;0;1;0;0;0;0;0;0;0;0;
CWF0308;1;1;0;0;0;0;0;0;0;0;
VZK6265;1;0;0;0;0;1;0;0;0;0;
HAS7654;0;1;0;0;0;0;0;0;0;0;
EAZ5557;1;0;0;0;0;0;0;0;0;0;
MGV7744;0;1;0;0;1;0;0;0;0;0;
NUF5971;1;1;0;0;0;0;0;0;0;0;
WWF4311;0;0;0;0;1;0;0;0;0;0;
PYX5828;0;3;0;0;0;0;0;0;0;0;
ZXI5050;1;0;0;0;0;0;0;0;0;0;
LXX0831;1;0;0;0;0;0;0;0;0;0;
THR9354;0;1;0;0;0;0;1;0;0;0;
VJA2384;1;1;0;0;0;0;0;0;0;0;
CUP0238;1;1;0;0;0;0;0;0;0;0;
WGF3481;1;1;0;0;0;0;0;0;0;0;
WVO5384;0;1;0;0;0;0;0;0;0;0;
AMQ2193;1;1;0;0;0;0;0;0;0;0;
MOW3646;0;1;0;1;0;0;0;0;0;0;
IWU3457;1;1;0;0;0;0;0;0;0;0;
UXQ1804;2;0;0;0;0;0;0;0;0;0;
DOO8104;0;1;0;0;0;0;0;0;0;0;
XAW9776;1;0;0;0;0;0;0;0;0;0;
TUU6461;1;0;0;0;0;0;0;0;0;0;
TUU6461;1;0;0;0;0;0;0;0;0;0;
IUD1921;0;1;0;0;0;0;0;0;0;0;
OXE9554;1;1;0;0;0;0;0;0;0;0;
BXJ3595;0;1;0;0;0;0;0;0;0;0;
OXE9554;1;0;0;0;0;0;0;0;0;0;
IIX2565;1;1;0;0;0;0;0;0;0;0;
HJQ6567;0;0;0;0;0;0;1;0;0;0;
NEI8118;1;0;0;0;0;0;0;0;0;0;
TVC2959;0;0;0;1;0;0;0;0;0;0;
LPW0885;1;1;0;0;0;0;0;0;0;0;
GPX7968;1;2;0;0;1;0;0;0;0;0;
HKM3566;1;1;0;0;0;0;0;0;0;0;
OQN0445;1;1;0;0;0;0;0;0;0;0;
LCA0991;0;1;0;0;0;0;1;0;0;0;
MMG6445;1;0;0;0;0;0;0;0;0;0;
VMN7375;1;0;0;0;0;0;0;0;0;0;
ZWD8652;2;0;0;0;0;0;0;0;0;0;
GOQ5740;1;0;0;0;0;0;0;0;0;0;
FLU3750;1;1;0;0;0;0;0;0;0;0;
VLH1793;1;1;0;0;0;0;0;0;0;0;
DHD6131;1;1;0;0;0;0;0;0;0;0;
EIW4154;0;1;0;0;0;0;1;0;0;0;
VLH1793;1;1;0;0;0;0;0;0;0;0;
LNK1938;0;1;0;0;0;0;1;0;0;0;
DCW0212;1;1;0;0;0;0;0;0;0;0;
ZSF9815;0;2;0;0;0;0;0;0;0;0;
CXY4477;3;1;0;0;0;0;0;0;0;0;
FTK0583;1;1;0;0;0;0;0;0;0;0;
ZXE7255;1;1;0;0;0;0;0;0;0;0;
OWE8546;0;1;0;0;1;0;0;0;0;0;
WQM8223;1;1;0;0;0;0;0;0;0;0;
JKT2970;1;1;0;0;0;0;0;0;0;0;
UMQ2600;1;1;0;0;0;0;0;0;0;0;
TYQ6200;1;0;0;0;0;0;0;0;0;0;
MPU6648;1;0;0;0;0;0;0;0;0;0;
TMI0738;1;0;0;0;0;0;0;0;0;0;
LDO6652;0;1;0;1;0;0;0;0;0;0;
HWJ6112;0;0;0;0;0;0;0;1;0;0;
BRE3238;1;0;0;0;0;0;0;0;0;0;
KTA8182;1;1;0;0;0;0;0;0;0;0;
OXU2057;1;1;0;0;0;0;0;0;0;0;
TMG5615;0;0;0;0;0;0;0;1;0;0;
PUH6731;1;1;0;0;0;0;0;0;0;0;
GIS7714;1;0;0;0;0;0;0;0;0;0;
BJN7161;1;1;0;0;0;0;0;0;0;0;
PVX8485;2;0;0;0;0;0;0;0;0;0;
ZAW2353;1;0;0;0;0;0;0;0;0;0;
LBR3534;0;0;0;0;0;0;0;1;0;0;
NFA0422;0;1;0;0;0;0;0;0;0;0;
KYM8081;0;1;0;0;0;0;1;0;0;0;
NWE1238;1;0;0;0;1;0;0;0;0;0;
VUP8259;1;1;0;0;0;0;0;0;0;0;
JJX0927;0;2;0;0;0;0;0;0;0;0;
YSE9209;1;1;0;0;0;0;0;0;0;0;
NJT3102;1;1;0;0;0;0;0;0;0;0;
VSF1621;1;1;0;0;0;0;0;0;0;0;
JRC7665;2;0;0;0;0;0;0;0;0;0;
FOS3160;1;1;0;0;0;0;0;0;0;0;
LYZ3924;1;1;0;0;0;0;0;0;0;0;
ARV6197;1;0;0;1;0;0;0;0;0;0;
VIB9286;0;1;0;0;0;0;0;0;0;0;
ZWD6512;1;0;0;0;0;0;0;0;0;0;
SPK2948;2;0;0;0;0;0;0;0;0;0;
JSR0678;1;2;0;0;0;0;0;0;0;0;
MTF9115;0;0;0;0;0;0;0;1;0;0;
VJQ0520;1;1;0;0;0;0;0;0;0;0;
RMQ8037;1;0;0;0;0;0;0;0;0;0;
LSF0695;1;1;0;0;0;0;0;0;0;0;
RNP1663;1;2;0;0;0;0;0;0;0;0;
CJZ9244;1;1;0;0;0;0;0;0;0;0;
HVA2447;1;1;0;0;0;0;0;0;0;0;
LTJ1401;1;0;0;0;0;0;0;0;0;0;
HNG7373;1;1;0;0;0;0;0;0;0;0;
XBX5325;1;1;0;0;0;0;0;0;0;0;
XCT7224;1;1;0;0;0;0;0;0;0;0;
MMG1928;0;1;0;0;0;0;0;0;0;0;
RIN1186;1;1;0;0;0;0;0;0;0;0;
HFW3017;0;0;0;0;0;0;0;1;0;0;
CPP1560;0;2;0;0;0;0;0;0;0;0;
CXG5129;2;0;0;0;0;0;0;0;0;0;
HBP1127;1;1;0;0;0;0;0;0;0;0;
ZQT5366;1;1;0;0;0;0;0;0;0;0;
YDJ0701;1;0;0;0;0;0;0;0;0;0;
BWJ5802;1;1;0;0;0;0;0;0;0;0;
MTM5119;1;1;0;0;0;0;0;0;0;0;
NKB5293;1;0;0;0;0;0;0;0;0;0;
XXC2222;0;2;0;0;0;0;0;0;0;0;
XYR5022;1;0;0;0;0;0;0;0;0;0;
PQG5161;1;0;0;0;0;0;0;0;0;0;
AFE6048;1;1;0;0;0;0;0;0;0;0;
OPU5736;0;0;0;0;0;0;0;1;0;0;
TQC6203;0;1;1;0;0;0;0;0;0;0;
BHR1126;0;1;0;0;0;0;0;0;0;0;
FJH3084;0;1;0;0;0;0;0;0;0;0;
JKT0219;0;1;0;0;0;0;0;0;0;0;
DZN7448;1;1;0;0;0;0;0;0;0;0;
JXQ6833;1;1;0;0;0;0;0;0;0;0;
DMC1033;0;1;0;0;0;0;0;0;0;0;
EIS6868;1;0;0;0;0;0;0;0;0;0;
JNM8741;1;0;0;0;0;0;0;0;0;0;
YRQ1981;1;0;0;0;0;0;0;0;0;0;
HLA1882;1;0;0;0;0;0;0;0;0;0;
TPS5724;1;0;0;0;0;0;0;0;0;0;
XXW1961;0;0;0;0;0;0;0;1;0;0;
BPJ6117;2;0;0;0;0;0;0;0;0;0;
CJJ5574;1;1;0;0;0;0;0;0;0;0;
KFE1255;1;1;0;0;0;0;0;0;0;0;
QUG3813;1;1;0;0;0;0;0;0;0;0;
BSB0831;2;0;0;0;0;0;0;0;0;0;
EHR4294;1;0;0;0;0;0;0;0;0;0;
HUF6956;1;0;0;0;0;0;0;0;0;0;
YSQ0196;0;1;0;0;1;0;0;0;0;0;
TNB2819;1;0;0;0;0;0;0;0;0;0;
ULZ3710;1;0;0;0;0;0;0;0;0;0;
TAI5516;1;1;0;0;0;0;0;0;0;0;
WNN7810;1;1;0;0;0;0;0;0;0;0;
UNI8493;0;0;0;0;0;0;0;1;0;0;
DBI5948;1;0;0;1;1;0;0;0;0;0;
YFS4823;0;0;0;0;0;0;0;1;0;0;
PCG9379;1;0;0;0;0;0;0;0;0;0;
AKO2999;0;1;0;0;0;0;0;0;0;0;
GRB5285;1;1;0;0;0;0;0;0;0;0;
RTK5964;2;0;0;0;0;0;0;0;0;0;
LPE4835;1;1;0;0;0;0;0;0;0;0;
OJO4130;2;0;0;0;0;0;0;0;0;0;
FFI2788;0;4;0;0;0;0;0;0;0;0;
DQS3165;0;2;0;0;0;0;0;0;0;0;
PHF6252;0;0;0;0;0;0;1;0;0;0;
YMC5291;1;0;0;0;0;0;0;0;0;0;
NVO8512;1;1;0;0;0;0;0;0;0;0;
LRK9232;1;0;0;0;1;0;0;0;0;0;
IXC0397;1;0;0;1;0;0;0;0;0;0;
RYE0739;1;0;0;0;0;0;0;0;0;0;
MYT9336;1;1;0;0;0;0;0;0;0;0;
JRW7704;0;0;0;0;0;0;0;1;0;0;
XFL0138;1;1;0;0;0;0;0;0;0;0;
JPF9742;1;1;0;0;0;0;0;0;0;0;
KIT7799;1;1;0;0;0;0;0;0;0;0;
XIY4642;0;0;0;0;0;0;1;0;0;0;
LFR1525;1;1;0;0;0;0;0;0;0;0;
MCP7928;1;1;0;0;0;0;0;0;0;0;
YTN9969;1;1;0;0;0;0;0;0;0;0;
URB5032;0;0;0;0;0;0;0;1;0;0;
HQI7768;0;2;0;0;0;0;0;0;0;0;
NIW9839;0;1;0;0;0;0;0;1;0;0;
AVT2467;1;1;0;0;0;0;0;0;0;0;
ARS7253;0;1;0;0;0;0;0;0;0;0;
ITN9366;1;1;0;0;0;0;0;0;0;0;
HMN5864;0;1;0;0;0;0;0;0;0;0;
WAA4154;1;1;0;0;0;0;0;0;0;0;
GMK9409;1;0;0;0;0;0;0;0;0;0;
NHT4098;0;0;0;0;0;0;1;0;0;0;
LYP0145;1;1;0;0;0;0;0;0;0;0;
CUG4854;0;0;0;0;0;0;1;1;0;0;
FCW2740;1;0;0;0;0;0;0;0;0;0;
TSP1021;0;0;0;0;0;0;0;1;0;0;
CPX8715;0;0;0;0;0;0;0;1;0;0;
AHK3967;1;0;0;0;0;0;0;0;0;0;
NRL8235;1;1;0;0;0;0;0;0;0;0;
BJN7381;1;1;0;0;0;0;0;0;0;0;
CQJ9264;1;1;0;0;0;0;0;0;0;0;
YPF6991;1;1;0;0;0;0;0;0;0;0;
ZPS3798;1;1;0;0;0;0;0;0;0;0;
KTR0449;1;1;0;0;0;0;0;0;0;0;
PJF0179;0;1;0;0;0;0;0;0;0;0;
JEK6320;1;1;0;0;0;0;0;0;0;0;
TZD2151;1;3;0;0;0;0;0;0;0;0;
TCW5625;0;0;0;0;0;0;0;1;0;0;
TIB6350;2;0;0;0;0;0;0;0;0;0;
SHF2053;1;1;0;0;0;0;0;0;0;0;
DGV7425;1;1;0;0;0;0;0;0;0;0;
XDP5642;2;0;0;0;0;0;0;0;0;0;
PNQ1139;2;0;0;0;0;0;0;0;0;0;
LUQ8689;1;0;0;0;0;0;0;0;0;0;
LUQ8689;1;1;0;0;0;0;0;0;0;0;
RGN0839;1;0;0;0;0;0;0;0;0;0;
VNL8562;1;1;0;0;0;0;0;0;0;0;
MAI4108;2;0;0;0;0;0;0;0;0;0;
CUP0073;1;1;0;0;0;0;0;0;0;0;
YFS4727;1;0;0;0;0;0;0;0;0;0;
GOE5183;1;1;0;0;0;0;0;0;0;0;
ZWY1295;1;1;0;0;0;0;0;0;0;0;
RCP0804;1;0;0;0;0;0;0;0;0;0;
CRG3307;1;1;0;0;0;0;0;0;0;0;
ZFO0957;1;0;0;0;0;0;0;0;0;0;
FTY5864;2;0;0;0;0;0;0;0;0;0;
PLT1078;1;0;0;0;0;0;0;0;0;0;
WRN3841;1;1;0;0;0;0;0;0;0;0;
MPS4927;1;0;0;0;0;0;0;0;0;0;
NOZ5904;1;0;0;0;0;0;0;0;0;0;
USA7769;1;1;0;0;0;0;0;0;0;0;
GSR2972;1;0;0;0;0;0;0;0;0;0;
SZZ7634;0;2;0;0;0;0;0;0;0;0;
NVW5578;2;0;0;0;0;0;0;0;0;0;
TQT8948;0;1;0;0;0;0;0;0;0;0;
CZL2296;0;2;0;0;0;0;0;0;0;0;
TMC6487;1;1;0;0;0;0;0;0;0;0;
TQP1938;1;0;0;0;0;0;0;0;0;0;
XSI0774;1;1;0;0;0;0;0;0;0;0;
ETR1180;1;1;0;0;0;0;0;0;0;0;
XVH4761;0;1;0;0;0;0;0;0;0;0;
TON0140;0;2;0;0;0;0;0;0;0;0;
KDT2001;1;1;0;0;0;0;0;0;0;0;
CUC9798;1;1;0;0;0;0;0;0;0;0;
GWJ0153;1;1;0;0;0;0;0;0;0;0;
GUW4965;1;1;0;0;0;0;0;0;0;0;
GFJ5515;1;0;0;0;0;0;0;0;0;0;
IPB4676;0;1;0;0;0;0;0;0;0;0;
QMH2848;1;1;0;0;0;0;0;0;0;0;
BPH3146;0;1;0;0;0;0;0;0;0;0;
UTM5510;1;1;0;0;0;0;0;0;0;0;
LXE5999;1;0;0;0;0;0;0;0;0;0;
SSG8625;1;1;0;0;0;0;0;0;0;0;
PGF8721;0;0;0;0;0;0;0;1;0;0;
MCL4692;1;0;0;0;0;0;0;0;0;0;
EDV6040;1;1;0;0;0;0;0;0;0;0;
FAM7352;1;1;0;0;0;0;0;0;0;0;
CVD0091;1;0;0;0;0;0;0;0;0;0;
HPP1719;1;0;0;0;0;0;0;0;0;0;
VJO9681;1;1;0;0;0;0;0;0;0;0;
NOK4814;1;0;0;0;0;0;0;1;0;0;
GBH4149;1;0;0;0;0;0;0;0;0;0;
MUU8571;1;1;0;0;0;0;0;0;0;0;
JMB1605;1;0;0;0;0;0;0;0;0;0;
ZVR4611;1;0;0;0;0;0;0;0;0;0;
SSG8625;0;1;0;0;0;0;0;0;0;0;
GNZ5122;1;1;0;0;0;0;0;0;0;0;
SNO6277;0;1;0;0;0;0;1;0;0;0;
KIH5860;0;0;0;0;0;0;1;0;0;0;
WSW5090;0;2;0;0;0;0;0;0;0;0;
COO1006;0;1;0;0;0;0;0;0;0;0;
IWW4787;0;1;0;0;0;0;0;0;0;0;
KAF2672;1;1;0;0;0;0;0;0;0;0;
NOP0465;0;1;0;0;0;0;0;1;0;0;
JXP8523;0;0;0;0;0;0;1;0;0;0;
TOD8653;1;1;0;0;0;0;0;0;0;0;
UQX0500;1;1;0;0;0;0;0;0;0;0;
UEF7456;0;1;0;0;0;0;1;0;0;0;
XKV1635;0;2;0;0;0;0;0;0;0;0;
SIR9277;2;0;0;0;0;0;0;0;0;0;
EPB4522;0;0;0;0;0;0;1;0;0;0;
QMR9416;0;1;0;0;1;0;0;0;0;0;
HFT5827;0;1;0;0;0;0;0;0;0;0;
JTV1085;1;0;0;0;0;0;0;0;0;0;
XTR3121;1;0;0;0;0;0;0;0;0;0;
MNI3685;0;1;0;0;0;0;0;0;0;0;
PDQ9738;0;0;0;0;0;0;0;1;0;0;
IBA9521;2;0;0;0;0;0;0;0;0;0;
SLK5336;1;1;0;0;0;0;0;0;0;0;
SGE3221;1;0;0;0;0;0;0;0;0;0;
QYB3145;1;1;0;0;0;0;0;0;0;0;
CCI4914;0;2;0;0;0;0;0;0;0;0;
UKW6072;1;0;0;0;0;0;0;0;0;0;
PKH9705;1;1;0;0;0;0;0;0;0;0;
OTZ2651;1;1;0;0;0;0;0;0;0;0;
BGE9397;1;1;0;0;0;0;0;0;0;0;
DRS4991;1;1;0;0;0;0;0;0;0;0;
TPX6352;0;1;0;0;0;0;0;0;0;0;
DEC6869;1;1;0;0;0;0;0;0;0;0;
JTR0665;1;0;0;0;1;0;0;0;0;0;
YVB7409;0;1;0;0;0;0;0;0;0;0;
KWO0229;1;1;0;0;0;0;0;0;0;0;
NLV2079;0;1;0;0;0;0;0;0;0;0;
WKC0041;1;1;0;0;0;0;0;0;0;0;
KUR0131;0;2;0;0;0;0;0;0;0;0;
JVP7394;0;2;0;0;0;0;0;0;0;0;
MGY4232;1;1;0;0;0;0;0;0;0;0;
KUR0131;0;0;0;0;0;0;0;1;0;0;
BJZ4892;1;0;0;0;0;0;0;0;0;0;
LAL3992;1;1;0;0;0;0;0;0;0;0;
QFO3009;0;0;0;0;0;0;1;0;0;0;
QVF4331;1;1;0;0;0;0;0;0;0;0;
RFW5002;1;1;0;0;0;0;0;0;0;0;
LJM3373;0;0;0;0;0;0;0;1;0;0;
ICA9935;1;1;0;0;0;0;0;0;0;0;
NGH9133;1;1;0;0;0;0;0;0;0;0;
PMN8301;1;1;0;0;0;0;0;0;0;0;
HSO8542;0;3;0;0;0;0;0;0;0;0;
DBE6329;1;1;0;0;0;0;0;0;0;0;
FGF7042;2;0;0;0;0;0;0;0;0;0;
SFO3677;0;1;0;0;0;0;0;0;0;0;
JMI8531;2;0;0;0;0;0;0;0;0;0;
OVC1771;0;1;0;0;0;0;0;1;0;0;
PQY4698;1;1;0;0;0;0;0;0;0;0;
YUR0564;0;3;0;0;0;0;0;0;0;0;
NXW9831;0;0;0;0;0;0;0;1;0;0;
EGV0270;0;1;0;1;0;0;0;0;0;0;
MTV6905;1;1;0;0;0;0;0;0;0;0;
EPT4060;1;1;0;0;0;0;0;0;0;0;
DWN5484;1;1;0;0;0;0;0;0;0;0;
FVX7205;0;0;0;0;0;0;1;0;0;0;
ZPH5267;2;0;0;0;0;0;0;0;0;0;
FRZ2439;1;0;0;0;0;0;0;0;0;0;
MUG0359;1;0;0;0;0;0;0;0;0;0;
EBI2823;1;0;0;0;0;0;0;0;0;0;
NTB5264;0;1;0;0;1;0;0;0;0;0;
RHK2536;0;1;0;0;0;0;0;0;0;0;
MAC4902;1;1;0;0;0;0;0;0;0;0;
RRB7937;0;0;0;0;0;0;0;1;0;0;
INO2135;1;1;0;0;0;0;0;0;0;0;
YAR0718;2;0;0;0;0;0;0;0;0;0;
DEN8072;1;1;0;0;0;0;0;0;0;0;
PZH4346;1;1;0;0;0;0;0;0;0;0;
BFU8198;1;1;0;0;0;0;0;0;0;0;
THR0505;1;1;0;0;0;0;0;0;0;0;
MFV0560;0;0;0;0;0;0;1;0;0;0;
IPR9093;1;1;0;0;0;0;0;0;0;0;
QFD3776;0;1;0;0;1;0;0;0;0;0;
UST4911;1;1;0;0;0;0;0;0;0;0;
IIO4587;0;0;0;0;0;0;0;1;0;0;
VBZ0322;1;1;0;0;0;0;0;0;0;0;
TKU1879;1;1;0;0;0;0;0;0;0;0;
PLI6561;1;0;0;0;0;0;0;0;0;0;
YLR1528;1;0;0;0;0;0;0;0;0;0;
WQP9328;1;1;0;0;0;0;0;0;0;0;
CAI2758;0;1;0;0;0;0;0;0;0;0;
OAX4511;0;0;0;0;0;0;0;1;0;0;
FBX0211;1;1;0;0;0;0;0;0;0;0;
NOF4322;1;1;0;0;0;0;0;0;0;0;
JBF9862;0;0;0;0;0;0;0;1;0;0;
KMU3351;1;0;0;0;0;0;0;0;0;0;
SEO6093;1;0;0;0;0;0;0;0;0;0;
NBU0046;0;2;0;0;0;0;0;0;0;0;
QCJ7190;1;1;0;0;0;0;0;0;0;0;
UYL2784;1;0;0;0;0;0;0;0;0;0;
YMC3331;1;1;0;0;0;0;0;0;0;0;
ODZ5547;1;0;0;0;0;0;0;0;0;0;
FMO0736;0;0;0;0;0;0;1;0;0;0;
KAK5019;0;0;0;0;0;0;1;0;0;0;
AGT1646;1;2;0;0;0;0;0;0;0;0;
NSX3155;1;0;0;0;0;0;0;0;0;0;
ABK1459;0;2;0;0;0;0;0;0;0;0;
UYH1861;1;2;0;0;0;0;0;0;0;0;
XWA9307;1;1;0;0;0;0;0;0;0;0;
RYD4048;1;0;0;0;0;0;0;0;0;0;
VKK9695;1;1;0;0;0;0;0;0;0;0;
QWP9338;1;1;0;0;0;0;0;0;0;0;
PLS4225;1;1;0;0;0;0;0;0;0;0;
THP6399;1;1;0;0;0;0;0;0;0;0;
VKT7052;1;1;0;0;0;0;0;0;0;0;
NQM9299;1;1;0;0;0;0;0;0;0;0;
IBD9348;0;0;0;0;0;0;0;1;0;0;
WWV4821;1;0;0;0;0;0;0;0;0;0;
SKP3421;2;0;0;0;0;0;0;0;0;0;
PBG1306;1;1;0;0;0;0;0;0;0;0;
RFC9725;1;0;0;0;0;0;0;0;0;0;
CTZ1089;0;0;0;0;0;0;0;1;0;0;
YMM6655;0;1;0;0;0;0;0;0;0;0;
AHI5552;1;2;0;0;0;0;0;0;0;0;
KRN2467;0;0;0;0;0;0;1;0;0;0;
SDF6818;0;0;0;0;0;0;0;1;0;0;
OBL3062;0;0;0;0;0;0;0;1;0;0;
KDN1617;0;1;0;0;0;0;0;0;0;0;
HXP0123;1;1;0;0;0;0;0;0;0;0;
UQH3204;0;1;0;0;0;0;0;0;0;0;
BNP5437;1;1;0;0;0;0;0;0;0;0;
EYC4256;2;0;0;0;0;0;0;0;0;0;
GUE0594;2;0;0;0;0;0;0;0;0;0;
WEQ3562;0;1;0;0;0;0;0;0;0;0;
HJX4630;2;0;0;0;0;0;0;0;0;0;
KQY1988;0;0;0;0;0;0;0;1;0;0;
FIW9318;0;1;0;0;0;0;1;0;0;0;
KEL7524;2;0;0;0;0;0;0;0;0;0;
SBB5038;1;1;0;0;0;0;0;0;0;0;
OYA1197;1;1;0;0;0;0;0;0;0;0;
CXY0055;0;3;0;0;0;0;0;0;0;0;
MUX1917;1;1;0;0;0;0;0;0;0;0;
XYG0116;1;1;0;0;0;0;0;0;0;0;
VXY2602;1;1;0;0;0;0;0;0;0;0;
GQY9001;2;0;0;0;0;0;0;0;0;0;
RSG7128;1;0;0;0;0;0;0;0;0;0;
KXL1613;2;0;0;0;0;0;0;0;0;0;
GXH4440;2;0;0;0;0;0;0;0;0;0;
ULI7670;2;0;0;0;0;0;0;0;0;0;
ZAW1776;0;0;0;0;0;0;0;1;0;0;
HFK7717;1;1;0;0;0;0;0;0;0;0;
VXY2602;0;1;0;0;0;0;0;0;0;0;
DVL1072;1;1;0;0;0;0;0;0;0;0;
ZTY1539;1;1;0;0;0;0;0;0;0;0;
DJZ5767;2;0;0;0;0;0;0;0;0;0;
VAK0995;0;0;0;0;0;0;1;0;0;0;
GIX4890;0;1;0;0;0;0;1;0;0;0;
OFZ2432;1;0;0;0;0;0;0;0;0;0;
WOS9088;0;0;0;0;0;0;1;0;0;0;
WDY5495;1;1;0;0;0;0;0;0;0;0;
LWS2230;1;1;0;0;0;0;0;0;0;0;
PBY6168;1;1;0;0;0;0;0;0;0;0;
LSJ0010;0;0;0;0;0;0;0;1;0;0;
FTU9765;1;0;0;0;0;0;0;0;0;0;
FNK0141;1;1;0;0;0;0;0;0;0;0;
KIL1327;0;1;0;0;0;0;0;0;0;0;
TDH4993;0;0;0;0;0;0;0;1;0;0;
GFJ1024;0;1;0;0;0;0;0;0;0;0;
TPS4128;1;1;0;0;0;0;0;0;0;0;
JKB2480;1;0;0;0;0;0;0;0;0;0;
DGO5130;0;0;0;0;0;0;0;1;0;0;
UJN6779;1;1;0;0;0;0;0;0;0;0;
COI9765;1;0;0;0;0;0;0;0;0;0;
LQP7532;1;0;0;0;0;0;0;0;0;0;
HFI7702;1;1;0;0;0;0;0;0;0;0;
FME3678;0;1;0;0;0;0;1;0;0;0;
IRG9833;1;1;0;0;0;0;0;0;0;0;
FNN8430;1;1;0;0;0;0;0;0;0;0;
DEO5762;1;0;0;0;0;0;0;0;0;0;
BZF4163;1;1;0;0;0;0;0;0;0;0;
TZQ3237;1;1;0;0;0;0;0;0;0;0;
ADC5583;0;1;0;0;1;0;0;0;0;0;
CHZ9303;1;1;0;0;0;0;0;0;0;0;
GYY8624;0;0;0;0;0;0;0;1;0;0;
SUL2999;1;0;0;0;0;0;0;0;0;0;
SUL2999;1;0;0;0;0;0;0;0;0;0;
RUE7150;1;1;0;0;0;0;0;0;0;0;
PCV3175;1;0;0;0;0;0;0;0;0;0;
ATC3258;0;2;0;0;0;0;0;0;0;0;
UHR3828;2;0;0;0;0;0;0;0;0;0;
ESG5476;2;2;0;0;0;0;0;0;0;0;
RER4797;1;0;0;0;0;0;0;0;0;0;
LJB7900;0;0;0;0;0;0;1;0;0;0;
MZZ2509;0;0;0;0;0;0;0;1;0;0;
QMF0633;2;0;0;0;0;0;0;0;0;0;
GNY4260;1;1;0;0;0;0;0;0;0;0;
TPQ9217;1;1;0;0;0;0;0;0;0;0;
UEJ2003;1;0;0;0;0;0;0;0;0;0;
GOV7624;0;0;0;0;0;0;0;1;0;0;
NKW9327;1;1;0;0;0;0;0;0;0;0;
THW6066;1;1;0;0;0;0;0;0;0;0;
ABH5958;1;1;0;0;0;0;0;0;0;0;
XVP3683;1;0;0;0;0;0;0;0;0;0;
SMO8140;1;1;0;0;0;0;0;0;0;0;
SWX1361;0;2;0;0;0;0;0;0;0;0;
JIY9206;0;1;0;0;0;0;0;0;0;0;
TUN4416;1;1;0;0;0;0;0;0;0;0;
IIN0359;0;0;0;0;0;0;0;1;0;0;
ZCO7817;0;0;0;0;1;0;0;0;0;0;
FYJ0102;1;0;0;1;0;0;0;0;0;0;
IHZ7613;1;0;0;0;0;0;0;0;0;0;
VJZ0034;0;0;0;0;0;0;1;0;0;0;
ECM3678;1;1;0;0;0;0;0;0;0;0;
GAW5820;2;0;0;0;0;0;0;0;0;0;
THC1272;0;0;0;1;0;0;0;0;0;0;
JWS2566;1;1;0;0;0;0;0;0;0;0;
WVT4065;1;1;0;0;0;0;0;0;0;0;
ANF2963;0;0;0;0;0;0;1;0;0;0;
PFI2065;1;2;0;0;0;0;0;0;0;0;
TNX0411;1;1;0;0;0;0;0;0;0;0;
MLU2163;2;0;0;0;0;0;0;0;0;0;
YRD3436;0;1;0;0;0;0;0;0;0;0;
QXJ7789;1;1;0;0;0;0;0;0;0;0;
SVB9728;0;2;0;0;0;0;0;0;0;0;
HLY3661;0;0;0;0;0;0;0;1;0;0;
YZS7501;1;1;0;0;0;0;0;0;0;0;
CVD0523;1;0;0;0;0;0;0;0;0;0;
GDA2945;1;0;0;0;0;0;0;0;0;0;
KWB4042;0;2;0;0;0;0;0;0;0;0;
ZAB8261;1;1;0;0;0;0;0;0;0;0;
YXP1648;0;2;0;0;0;0;0;0;0;0;
VUK7422;1;1;0;0;0;0;0;0;0;0;
VKX3701;0;0;0;0;1;0;1;0;0;0;
ESQ9957;0;0;0;0;0;0;1;0;0;0;
OAE9318;1;1;0;0;0;0;0;0;0;0;
PDD2071;1;1;0;0;0;0;0;0;0;0;
OCF4325;1;1;0;0;0;0;0;0;0;0;
HMX2165;1;1;0;0;0;0;0;0;0;0;
MKK5340;2;0;0;0;0;0;0;0;0;0;
CLS4024;2;0;0;0;0;0;0;0;0;0;
HKK1348;0;2;0;0;0;0;0;0;0;0;
FNL1520;0;2;0;0;0;0;0;0;0;0;
PWI4716;2;0;0;0;0;0;0;0;0;0;
KMN0773;0;1;0;1;0;0;0;0;0;0;
VJG7871;0;1;0;0;0;0;0;0;0;0;
XHQ9169;0;2;0;0;0;0;0;0;0;0;
VZE7177;0;0;0;0;0;0;0;1;0;0;
XQD9952;0;0;0;0;0;0;0;1;0;0;
IOO0027;2;0;0;0;0;0;0;0;0;0;
BIR3825;0;0;0;0;0;0;1;0;0;0;
