COD_ACIDENTE;MOTOCICLETA;AUTOMOVEL;MICROONIBUS;CAMINHAO;ONIBUS;CICLOMOTOR;BICICLETA;OUTROS;TREM;TRACAOANIMAL
IYJ5870;0;0;0;0;0;0;0;0;0;0;
IIA2924;1;0;0;0;0;0;0;0;0;0;
HMB7074;0;1;0;0;0;0;0;0;0;0;
CZT2552;0;0;0;0;0;0;0;0;0;0;
UKF8974;2;0;0;0;0;0;0;0;0;0;
XRU9243;0;0;0;0;0;0;0;0;0;0;
OSZ9050;1;1;0;0;0;0;0;0;0;0;
BVP7871;0;0;0;0;0;0;0;0;0;0;
PBT2472;0;1;0;0;0;0;0;0;0;0;
KCB3688;1;0;0;0;0;0;0;0;0;0;
TTT1560;1;1;0;0;0;0;0;0;0;0;
PZY1179;0;2;0;0;0;0;0;0;0;0;
SMO8678;1;0;0;0;0;0;0;0;0;0;
OOF9297;1;0;0;0;0;0;0;0;0;0;
TKH7734;1;0;0;0;0;0;0;0;0;0;
MHL0947;1;0;0;0;0;0;0;0;0;0;
KZH3520;1;0;0;0;0;0;0;0;0;0;
NZQ4476;1;0;0;0;0;0;0;0;0;0;
MGN1165;1;0;0;0;0;0;0;0;0;0;
BCG8685;1;0;0;0;0;0;0;0;0;0;
BBJ2573;1;1;0;0;0;0;0;0;0;0;
JLZ0983;1;1;0;0;0;0;0;0;0;0;
MAG0909;1;0;0;0;0;0;0;0;0;0;
WMO9231;0;0;0;0;0;0;0;0;0;0;
HJW9064;1;0;0;0;0;0;0;0;0;0;
EFQ4713;1;0;0;0;0;0;0;0;0;0;
CQI6856;0;0;0;0;0;0;0;0;0;0;
MTB1167;0;0;0;0;0;0;0;0;0;0;
GBK2607;1;0;0;0;0;0;0;0;0;0;
CMF5601;0;0;0;0;0;0;1;0;0;0;
HQL5599;1;1;0;0;0;0;0;0;0;0;
GOJ9505;1;1;0;0;0;0;0;0;0;0;
PFL1416;2;0;0;0;0;0;0;0;0;0;
EHB5895;1;1;0;0;0;0;0;0;0;0;
SOF8969;2;0;0;0;0;0;0;0;0;0;
TJT1849;2;0;0;0;0;0;0;0;0;0;
ZCL9395;1;1;0;0;0;0;0;0;0;0;
ZGA1013;1;0;0;0;0;0;0;0;0;0;
AKK2344;1;1;0;0;0;0;0;0;0;0;
FBG2812;1;0;0;0;0;0;0;0;0;0;
KLO8762;0;0;0;0;0;0;0;0;0;0;
IYO9938;1;1;0;0;0;0;0;0;0;0;
BFY2835;1;1;0;0;0;0;0;0;0;0;
BNE4969;0;0;0;0;0;0;0;0;0;0;
EWS5586;1;1;0;0;0;0;0;0;0;0;
KZY8280;0;0;0;0;0;0;1;0;0;0;
JGS5244;1;1;0;0;0;0;0;0;0;0;
NQZ1381;1;1;0;0;0;0;0;0;0;0;
PYD2584;0;0;0;0;0;0;0;0;0;0;
QQJ8702;1;1;0;0;0;0;0;0;0;0;
QUK3768;1;0;0;0;0;0;0;0;0;0;
JKC3016;0;0;0;0;0;0;0;0;0;0;
RRZ0904;1;1;0;0;0;0;0;0;0;0;
VYZ6976;1;1;0;0;0;0;0;0;0;0;
RYU7593;1;0;0;0;0;0;0;0;0;0;
KQE9717;1;1;0;0;0;0;0;0;0;0;
ZVP3247;1;1;0;0;0;0;0;0;0;0;
SUI4214;0;0;0;0;0;0;1;0;0;0;
EPG7962;2;0;0;0;0;0;0;0;0;0;
EPG7962;1;1;0;0;0;0;0;0;0;0;
ZAX4973;1;1;0;0;0;0;0;0;0;0;
JOW7908;0;2;0;0;0;0;0;0;0;0;
LPR8165;1;1;0;0;0;0;0;0;0;0;
UBT9414;1;1;0;0;0;0;0;0;0;0;
OFW7000;1;1;0;0;0;0;0;0;0;0;
QAN6433;1;0;0;0;0;0;0;0;0;0;
DEA3214;1;1;0;0;0;0;0;0;0;0;
HFA3822;0;0;0;0;0;0;0;0;0;0;
GDW5292;1;1;0;0;0;0;0;0;0;0;
EVX4294;1;1;0;0;0;0;0;0;0;0;
AKL5288;1;0;0;0;0;0;0;0;0;0;
STU7560;1;0;0;0;0;0;0;0;0;0;
EOS5543;1;1;0;0;0;0;0;0;0;0;
IYT5955;1;1;0;0;0;0;0;0;0;0;
ZGV2280;1;0;0;0;0;0;0;0;0;0;
GKW0636;1;1;0;0;0;0;0;0;0;0;
IUA8031;0;0;0;0;0;0;0;0;0;0;
XRY4912;1;1;0;0;0;0;0;0;0;0;
WQH6815;1;1;0;0;0;0;0;0;0;0;
BYX8305;1;1;0;0;0;0;0;0;0;0;
GAP3218;1;1;0;0;0;0;0;0;0;0;
UDG6644;1;1;0;0;0;0;0;0;0;0;
LXI3762;1;1;0;0;0;0;0;0;0;0;
VHA7994;1;0;0;0;0;0;0;0;0;0;
NLH5210;1;0;0;0;0;0;0;0;0;0;
SQV8075;2;0;0;0;0;0;0;0;0;0;
ZWP8938;1;0;0;0;0;0;0;0;0;0;
SIF6526;1;1;0;0;0;0;0;0;0;0;
VIJ7874;1;1;0;0;0;0;0;0;0;0;
JAR2458;1;1;0;0;0;0;0;0;0;0;
HOR7839;1;0;0;0;0;0;0;0;0;0;
TQU4493;1;0;0;0;0;0;0;0;0;0;
SLY8678;0;0;0;1;0;0;0;0;0;0;
RSP0797;1;1;0;0;0;0;0;0;0;0;
HIR3999;1;0;0;0;0;0;0;0;0;0;
BUV6673;1;1;0;0;0;0;0;0;0;0;
NEP1739;0;0;0;0;0;0;1;0;0;0;
MGM4490;1;1;0;0;0;0;0;0;0;0;
DBO9909;1;1;0;0;0;0;0;0;0;0;
EPX3247;1;1;0;0;0;0;0;0;0;0;
YAH9642;0;0;0;0;0;0;0;0;0;0;
RDN1612;0;0;0;0;0;0;0;0;0;0;
IBD5376;1;1;0;0;0;0;0;0;0;0;
CPU9167;2;0;0;0;0;0;0;0;0;0;
BAD6055;1;0;0;0;0;0;0;0;0;0;
OFP2030;1;1;0;0;0;0;0;0;0;0;
GCN8948;0;0;0;0;0;0;0;0;0;0;
WRI2931;0;0;0;0;0;0;1;0;0;0;
RTM9911;0;1;0;0;0;0;0;0;0;0;
AXD4340;1;1;0;0;0;0;0;0;0;0;
YGQ8743;0;1;0;0;0;0;0;0;0;0;
ZYQ3849;0;1;0;0;0;0;1;0;0;0;
BSI0312;1;1;0;0;0;0;0;0;0;0;
OUQ2852;1;0;0;0;0;0;0;0;0;0;
KEK2617;2;0;0;0;0;0;0;0;0;0;
PDU1885;1;0;0;0;0;0;0;0;0;0;
MJS9896;0;0;0;0;0;0;0;0;0;0;
XZC9328;0;0;0;0;0;0;0;0;0;0;
QLZ4946;1;0;0;0;0;0;0;0;0;0;
ECD9716;1;1;0;0;0;0;0;0;0;0;
MHH8401;2;0;0;0;0;0;0;0;0;0;
HSE8535;0;0;0;0;0;0;1;0;0;0;
BXR0014;1;0;0;0;0;0;0;0;0;0;
SRU9857;0;0;0;0;0;0;1;0;0;0;
OPK6869;1;1;0;0;0;0;0;0;0;0;
SVN3828;2;0;0;0;0;0;0;0;0;0;
TDL3519;1;1;0;0;0;0;0;0;0;0;
CRJ4580;1;1;0;0;0;0;0;0;0;0;
EUV6405;1;1;0;0;0;0;0;0;0;0;
FBA1475;1;1;0;0;0;0;0;0;0;0;
ZRR6542;0;0;0;0;0;0;0;0;0;0;
BIO4112;0;1;0;0;0;0;0;0;0;0;
EMG5597;1;0;0;0;0;0;0;0;0;0;
ZQY4429;1;1;0;0;0;0;0;0;0;0;
APO6739;1;1;0;0;0;0;0;0;0;0;
RRD8659;2;0;0;0;0;0;0;0;0;0;
GDQ6839;1;1;0;0;0;0;0;0;0;0;
TGB8720;1;0;0;0;0;0;0;0;0;0;
JJA4300;0;2;0;0;0;0;0;0;0;0;
OGX8382;0;1;0;0;0;0;0;0;0;0;
HUI3593;1;1;0;0;0;0;0;0;0;0;
KJZ9789;1;1;0;0;0;0;0;0;0;0;
CVW4364;1;0;0;0;0;0;0;0;0;0;
EWL5821;0;1;0;0;0;0;0;0;0;0;
RZD6861;1;1;0;0;0;0;0;0;0;0;
BBY2134;1;0;0;0;0;0;0;0;0;0;
OUG4955;0;0;0;0;0;0;0;0;0;0;
QKX5759;1;0;0;0;0;0;0;0;0;0;
UVY5966;1;0;0;0;0;0;0;0;0;0;
QMW1579;1;1;0;0;0;0;0;0;0;0;
EGT0044;1;0;0;0;0;0;0;0;0;0;
RXC6462;1;0;0;0;0;0;0;0;0;0;
LET2297;2;0;0;0;0;0;0;0;0;0;
LBU6410;0;2;0;0;0;0;0;0;0;0;
LHG4385;1;1;0;0;0;0;0;0;0;0;
NZF3741;1;0;0;0;0;0;0;0;0;0;
GHE3077;0;0;0;0;0;0;0;0;0;0;
GSN3930;1;1;0;0;0;0;0;0;0;0;
JTI0157;1;0;0;0;0;0;0;0;0;0;
JNB5967;0;0;0;0;0;0;0;0;0;0;
OZE8913;1;1;0;0;0;0;0;0;0;0;
FMH0970;1;1;0;0;0;0;0;0;0;0;
JLR4113;1;1;0;0;0;0;0;0;0;0;
TUT6272;1;1;0;0;0;0;0;0;0;0;
XDT7763;0;0;0;0;0;0;1;0;0;0;
OZG2929;1;1;0;0;0;0;0;0;0;0;
WTW5397;0;2;0;0;0;0;0;0;0;0;
WBE8366;1;1;0;0;0;0;0;0;0;0;
HOG4987;0;0;0;0;0;0;0;0;0;0;
KEB3404;0;0;0;0;0;0;1;0;0;0;
LVW0792;1;0;0;0;0;0;0;0;0;0;
KHH2078;1;1;0;0;0;0;0;0;0;0;
DFA6578;0;0;0;0;0;0;1;0;0;0;
WZI6658;1;1;0;0;0;0;0;0;0;0;
KDW2105;0;0;0;0;0;0;0;0;0;0;
ABY9433;1;1;0;0;0;0;0;0;0;0;
XLV8921;1;1;0;0;0;0;0;0;0;0;
KZX5143;0;1;0;0;0;0;0;0;0;0;
EQG5145;1;1;0;0;0;0;0;0;0;0;
TJJ1362;1;0;0;0;0;0;0;0;0;0;
WPO3795;1;0;0;0;0;0;0;0;0;0;
PNY8514;1;1;0;0;0;0;0;0;0;0;
KAM2290;1;1;0;0;0;0;0;0;0;0;
RIS9853;0;1;0;0;0;0;0;0;0;0;
SEQ2744;1;1;0;0;0;0;0;0;0;0;
VDS5611;0;0;0;0;0;0;0;0;0;0;
SYG5138;0;0;0;0;0;0;0;0;0;0;
TFQ6598;2;0;0;0;0;0;0;0;0;0;
NGH2708;1;0;0;0;0;0;0;0;0;0;
RSL3255;0;0;0;0;0;0;1;0;0;0;
QLO6073;2;0;0;0;0;0;0;0;0;0;
NUP8914;0;0;0;0;0;0;0;0;0;0;
DRV9584;0;0;0;0;0;0;0;0;0;0;
III0329;1;1;0;0;0;0;0;0;0;0;
EIJ4638;0;0;0;0;0;0;0;0;0;0;
LGC3315;1;0;0;0;0;0;0;0;0;0;
QBB3127;1;0;0;0;0;0;0;0;0;0;
LIY4912;1;0;0;0;0;0;0;0;0;0;
BMX0336;1;1;0;0;0;0;0;0;0;0;
URS1844;0;0;0;0;0;0;0;0;0;0;
OJK3900;1;0;0;0;0;0;0;0;0;0;
PGW1346;0;1;0;0;0;0;0;0;0;0;
MPK4185;2;0;0;0;0;0;0;0;0;0;
SIK5362;1;0;0;0;0;0;0;0;0;0;
QJY1280;2;0;0;0;0;0;0;0;0;0;
BFM9615;0;0;0;0;1;0;0;0;0;0;
PHY1871;1;0;0;0;0;0;0;0;0;0;
JVR8402;1;0;0;0;0;0;0;0;0;0;
RUE7450;1;1;0;0;0;0;0;0;0;0;
DUS3639;1;1;0;0;0;0;0;0;0;0;
AVJ9741;1;1;0;0;0;0;0;0;0;0;
FDE2698;1;1;0;0;0;0;0;0;0;0;
LGM1501;0;0;0;0;0;0;0;0;0;0;
STN5264;0;0;0;0;0;0;1;0;0;0;
KUO8213;1;1;0;0;0;0;0;0;0;0;
SVK3064;2;0;0;0;0;0;0;0;0;0;
AHK8464;1;1;0;0;0;0;0;0;0;0;
KXR2263;1;1;0;0;0;0;0;0;0;0;
QHW8393;2;0;0;0;0;0;0;0;0;0;
HCL6314;0;1;0;0;0;0;1;0;0;0;
RIM3160;2;0;0;0;0;0;0;0;0;0;
XTR8172;1;1;0;0;0;0;0;0;0;0;
JBI3322;1;0;0;0;0;0;0;0;0;0;
WVZ6922;1;0;0;0;0;0;0;0;0;0;
PIG9699;0;0;0;0;0;0;1;0;0;0;
WSI0486;1;0;0;0;0;0;0;0;0;0;
WUP6400;1;1;0;0;0;0;0;0;0;0;
BGW1288;1;1;0;0;0;0;0;0;0;0;
INV9043;1;1;0;0;0;0;0;0;0;0;
WNM8582;1;1;0;0;0;0;0;0;0;0;
VGS8942;0;0;0;0;0;0;1;0;0;0;
FSN6924;1;1;0;0;0;0;0;0;0;0;
MXW5573;1;1;0;0;0;0;0;0;0;0;
WGZ7235;2;0;0;0;0;0;0;0;0;0;
WUS2319;0;1;0;0;0;0;0;0;0;0;
ULS4729;1;1;0;0;0;0;0;0;0;0;
XMN3591;1;1;0;0;0;0;0;0;0;0;
KCL5732;2;0;0;0;0;0;0;0;0;0;
ARM9329;0;1;0;0;0;0;0;0;0;0;
JBE9847;1;1;0;0;0;0;0;0;0;0;
CXF4386;0;0;0;0;0;0;0;1;0;0;
UNO4289;1;1;0;0;0;0;0;0;0;0;
WFU1213;1;1;0;0;0;0;0;0;0;0;
PFW1796;1;1;0;0;0;0;0;0;0;0;
QEZ3020;2;0;0;0;0;0;0;0;0;0;
JYW2925;1;1;0;0;0;0;0;0;0;0;
QDG2644;1;1;0;0;0;0;0;0;0;0;
MXP3537;1;0;0;0;0;0;0;0;0;0;
MLW9126;0;1;0;0;0;0;0;0;0;0;
BIV8091;1;1;0;0;0;0;0;0;0;0;
SDV4147;1;0;0;0;0;0;0;0;0;0;
MZV0482;2;0;0;0;0;0;0;0;0;0;
XFU9126;0;0;0;0;0;0;0;1;0;0;
SBY2556;0;0;0;0;0;0;0;1;0;0;
JXL4600;1;0;0;0;0;0;0;0;0;0;
ZSB5018;1;1;0;0;0;0;0;0;0;0;
CMV0043;0;1;0;0;0;0;0;0;0;0;
KNG5577;0;1;0;0;0;0;0;0;0;0;
GUN0711;1;1;0;0;0;0;0;0;0;0;
QMU8157;2;0;0;0;0;0;0;0;0;0;
LNF6180;0;0;0;0;0;0;0;0;0;0;
GJA6412;0;0;0;0;0;0;1;0;0;0;
PLT9030;1;0;0;0;0;0;0;0;0;0;
TMC5551;1;0;0;0;0;0;0;0;0;0;
ADX7248;1;0;0;0;0;0;0;0;0;0;
SEP3674;0;0;0;0;0;0;0;0;0;0;
AHH0565;0;1;0;0;0;0;1;0;0;0;
KBG1466;1;0;0;0;0;0;0;0;0;0;
VUG2559;1;1;0;0;0;0;0;0;0;0;
ZWR0034;1;1;0;0;0;0;0;0;0;0;
FSB4099;1;0;0;0;0;0;0;0;0;0;
BSW7518;1;1;0;0;0;0;0;0;0;0;
UFH7970;1;1;0;0;0;0;0;0;0;0;
UXJ4554;1;0;0;0;0;0;0;0;0;0;
RIR3946;0;1;0;0;0;0;0;0;0;0;
APL1768;1;1;0;0;0;0;0;0;0;0;
JGX9816;0;2;0;0;0;0;0;0;0;0;
PSU2662;1;0;0;0;0;0;0;0;0;0;
OEE9268;0;0;0;0;0;0;0;1;0;0;
WVQ1924;1;1;0;0;0;0;0;0;0;0;
UGH5261;0;0;0;0;0;0;1;0;0;0;
EOK6723;0;0;0;0;0;0;1;0;0;0;
LIS1142;0;1;0;0;0;0;0;0;0;0;
DBY8149;0;0;0;0;0;0;1;0;0;0;
JNB6770;1;1;0;0;0;0;0;0;0;0;
JQW7195;0;0;0;0;1;0;0;0;0;0;
SWM0677;1;1;0;0;0;0;0;0;0;0;
MKD7567;1;1;0;0;0;0;0;0;0;0;
JSE4868;1;0;0;0;0;0;0;0;0;0;
TSK8275;0;1;0;0;0;0;0;0;0;0;
URO1440;1;1;0;0;0;0;0;0;0;0;
KIC0675;1;1;0;0;0;0;0;0;0;0;
JOB9473;1;1;0;0;0;0;0;0;0;0;
TXV1816;1;0;0;0;0;0;0;0;0;0;
AOP0861;1;0;0;0;0;0;0;0;0;0;
FGY6906;2;0;0;0;0;0;0;0;0;0;
LXZ4960;0;0;0;0;0;0;0;0;0;0;
RUM6288;1;0;0;0;0;0;0;0;0;0;
LTY1402;1;1;0;0;0;0;0;0;0;0;
AWI6258;2;0;0;0;0;0;0;0;0;0;
ZQQ5896;1;0;0;0;0;0;0;0;0;0;
AXC4242;1;1;0;0;0;0;0;0;0;0;
BEB4211;2;0;0;0;0;0;0;0;0;0;
SLC3317;1;0;0;0;0;0;0;0;0;0;
JMC8505;0;0;0;0;0;0;0;0;0;0;
QGF0045;2;0;0;0;0;0;0;0;0;0;
YDI0808;1;1;0;0;0;0;0;0;0;0;
STW5661;1;0;0;0;0;0;0;0;0;0;
QGF0045;2;0;0;0;0;0;0;0;0;0;
XWJ2665;2;0;0;0;0;0;0;0;0;0;
RRC6421;2;0;0;0;0;0;0;0;0;0;
ICK1930;1;1;0;0;0;0;0;0;0;0;
GGE5846;0;0;0;0;0;0;0;1;0;0;
HZJ7080;2;0;0;0;0;0;0;0;0;0;
XFG0854;0;1;0;0;0;0;0;0;0;0;
DWF3367;1;1;0;0;0;0;0;0;0;0;
TBK0059;1;1;0;0;0;0;0;0;0;0;
QGC1681;1;1;0;0;0;0;0;0;0;0;
PSG5846;1;0;0;0;0;0;0;0;0;0;
LJE7645;0;0;0;0;1;0;0;0;0;0;
XVF7161;1;0;0;0;0;0;0;0;0;0;
FWA0048;0;0;0;0;0;0;0;1;0;0;
LQL3172;1;0;0;0;0;0;0;0;0;0;
LQK3274;1;0;0;0;0;0;0;0;0;0;
QUB9703;1;0;0;0;0;0;0;0;0;0;
WHG3235;2;0;0;0;0;0;0;0;0;0;
GHP9262;0;1;0;0;0;0;1;0;0;0;
CUU7766;1;0;0;1;0;0;0;0;0;0;
VTS1259;1;0;0;0;0;0;0;0;0;0;
EUM1655;1;0;0;0;0;0;0;0;0;0;
AVB1140;1;1;0;0;0;0;0;0;0;0;
WOO5559;1;1;0;0;0;0;0;0;0;0;
ROX1814;1;1;0;0;0;0;0;0;0;0;
VKY2499;1;1;0;0;0;0;0;0;0;0;
CRC4800;0;1;0;0;0;0;0;0;0;0;
GCV1635;1;1;0;0;0;0;0;0;0;0;
VJV2227;1;1;0;0;0;0;0;0;0;0;
CPW5988;0;1;0;0;0;0;0;0;0;0;
ISA6496;0;0;0;0;0;0;0;0;0;0;
NBE1016;2;0;0;0;0;0;0;0;0;0;
XLR1001;1;0;0;0;0;0;0;0;0;0;
MSQ6309;1;0;0;0;0;0;0;0;0;0;
GTW7494;1;0;0;0;0;0;0;0;0;0;
HFR7058;1;1;0;0;0;0;0;0;0;0;
ZGU2767;1;0;0;0;0;0;0;0;0;0;
PZJ5031;0;1;0;0;0;0;0;0;0;0;
KGB9186;1;1;0;0;0;0;0;0;0;0;
YLD3263;2;0;0;0;0;0;0;0;0;0;
JSJ6950;1;1;0;0;0;0;0;0;0;0;
PSZ7879;1;1;0;0;0;0;0;0;0;0;
WIU6707;1;0;0;0;0;0;0;0;0;0;
CXK2398;1;1;0;0;0;0;0;0;0;0;
LJA6212;1;0;0;0;0;0;0;0;0;0;
WDK0956;1;1;0;0;0;0;0;0;0;0;
UCC4282;1;1;0;0;0;0;0;0;0;0;
OCY9897;1;1;0;0;0;0;0;0;0;0;
NTR5523;1;0;0;0;0;0;0;0;0;0;
JQE6798;1;0;0;0;0;0;0;0;0;0;
UGY5284;2;0;0;0;0;0;0;0;0;0;
KHX0911;1;0;0;0;0;0;0;0;0;0;
OWC0519;1;0;0;0;0;0;0;0;0;0;
END5261;2;0;0;0;0;0;0;0;0;0;
SLV7056;1;0;0;0;0;0;0;0;0;0;
PAK4291;1;1;0;0;0;0;0;0;0;0;
UEM9388;0;0;0;0;0;0;0;0;0;0;
WTX0224;0;0;0;0;1;0;0;0;0;0;
CWP5542;0;0;0;0;0;0;1;0;0;0;
XKQ5502;2;0;0;0;0;0;0;0;0;0;
RHR8177;1;1;0;0;0;0;0;0;0;0;
HWC5656;1;1;0;0;0;0;0;0;0;0;
WKL5127;0;1;0;0;0;0;0;0;0;0;
WGP1693;0;1;0;0;0;0;0;0;0;0;
PED0822;1;0;0;0;0;0;0;0;0;0;
KJA9813;2;0;0;0;0;0;0;0;0;0;
MYC1520;1;0;0;0;0;0;0;0;0;0;
PDA2971;0;0;0;0;0;0;1;0;0;0;
PAJ8628;1;1;0;0;0;0;0;0;0;0;
VEL4432;1;0;0;0;0;0;0;0;0;0;
KBJ9351;1;1;0;0;0;0;0;0;0;0;
XAT7946;1;0;0;0;0;0;0;0;0;0;
UNU2006;1;1;0;0;0;0;0;0;0;0;
XXO5968;1;1;0;0;0;0;0;0;0;0;
HMG8491;1;0;0;0;0;0;0;0;0;0;
MJB3930;1;0;0;0;0;0;0;0;0;0;
UQO6457;1;0;0;0;0;0;0;0;0;0;
ATY6121;1;0;0;0;0;0;0;0;0;0;
MUX8184;1;0;0;0;0;0;0;0;0;0;
INO6453;1;0;0;0;0;0;0;0;0;0;
ZSI5494;1;0;0;0;0;0;0;0;0;0;
VSV0352;0;1;0;0;0;0;0;0;0;0;
QCF0421;1;1;0;0;0;0;0;0;0;0;
ZOG6902;1;0;0;0;0;0;0;0;0;0;
BZR9659;1;1;0;0;0;0;0;0;0;0;
AHX5150;0;0;0;0;0;0;0;1;0;0;
TJR3526;1;1;0;0;0;0;0;0;0;0;
TJR3526;0;1;0;0;0;0;0;0;0;0;
LRV3745;1;0;0;0;0;0;0;0;0;0;
VRK4523;1;1;0;0;0;0;0;0;0;0;
UMQ3575;0;0;0;0;0;0;0;0;0;0;
IFE5094;0;0;0;0;0;0;0;1;0;0;
LQY0571;0;0;0;0;0;0;0;1;0;0;
NIC7763;1;0;0;0;0;0;0;0;0;0;
CGK4342;1;1;0;0;0;0;0;0;0;0;
QBL3990;1;0;0;0;0;0;0;0;0;0;
NWU4143;1;1;0;0;0;0;0;0;0;0;
RWR4484;1;0;0;0;0;0;0;0;0;0;
SKV7170;1;0;0;1;0;0;0;0;0;0;
XVC9541;2;0;0;0;0;0;0;0;0;0;
JPR7285;1;1;0;0;0;0;0;0;0;0;
WOV3003;1;1;0;0;0;0;0;0;0;0;
BOU1028;1;1;0;0;0;0;0;0;0;0;
VQE8937;1;1;0;0;0;0;0;0;0;0;
PIB2379;1;1;0;0;0;0;0;0;0;0;
OIV8879;0;1;0;0;0;0;1;0;0;0;
TER8087;1;1;0;0;0;0;0;0;0;0;
AST7167;1;0;0;0;0;0;0;0;0;0;
UKI9609;1;1;0;0;0;0;0;0;0;0;
QRF2718;1;0;0;0;0;0;0;0;0;0;
VEM0367;0;1;0;0;0;0;1;0;0;0;
DVB6561;1;1;0;0;0;0;0;0;0;0;
OKX5231;2;0;0;0;0;0;0;0;0;0;
NCL4398;1;0;0;1;0;0;0;0;0;0;
MZU0020;1;0;0;0;0;0;0;0;0;0;
LZR6858;1;1;0;0;0;0;0;0;0;0;
XKU5868;1;1;0;0;0;0;0;0;0;0;
TYY0664;0;1;0;1;0;0;0;0;0;0;
BXA7079;0;0;0;0;0;0;0;0;0;0;
FTF4884;0;0;0;0;0;0;0;1;0;0;
FTF4884;1;0;0;0;0;0;0;0;0;0;
FBX2266;1;0;0;0;0;0;0;0;0;0;
FDY0763;2;0;0;0;0;0;0;0;0;0;
SFM7271;0;0;0;0;0;0;1;0;0;0;
GII6046;1;1;0;0;0;0;0;0;0;0;
MNA2252;1;1;0;0;0;0;0;0;0;0;
NHR0831;1;1;0;0;0;0;0;0;0;0;
HEN4147;0;0;0;0;0;0;0;1;0;0;
OLY2040;1;1;0;0;0;0;0;0;0;0;
HRT8620;0;1;0;0;0;0;0;0;0;0;
UED1297;0;0;0;0;0;0;0;1;0;0;
JPT6795;1;1;0;0;0;0;0;0;0;0;
LFB5323;1;0;0;0;0;0;0;0;0;0;
XDE4478;2;0;0;0;0;0;0;0;0;0;
SQS5082;0;0;0;0;0;0;0;1;0;0;
MDW8328;1;1;0;0;0;0;0;0;0;0;
CUI9243;2;0;0;0;0;0;0;0;0;0;
IEZ5070;1;1;0;0;0;0;0;0;0;0;
AKI6580;1;1;0;0;0;0;0;0;0;0;
KXT5773;0;0;0;0;0;0;0;1;0;0;
JPO2232;2;0;0;0;0;0;0;0;0;0;
STS2551;1;0;0;0;0;0;0;0;0;0;
BFH9524;1;1;0;0;0;0;0;0;0;0;
DSH1710;1;1;0;0;0;0;0;0;0;0;
MGU0940;1;1;0;0;0;0;0;0;0;0;
OFU8538;1;1;0;0;0;0;0;0;0;0;
EDN3978;0;2;0;0;0;0;0;0;0;0;
RAL9756;1;1;0;0;0;0;0;0;0;0;
