COD_ACIDENTE;MOTOCICLETA;AUTOMOVEL;MICROONIBUS;CAMINHAO;ONIBUS;CICLOMOTOR;BICICLETA;OUTROS;TREM;TRACAOANIMAL
GAH2729;1;1;0;0;0;0;0;0;0;0;
JNK7675;0;1;0;0;0;0;0;0;0;0;
FBQ5758;1;1;0;0;0;0;0;0;0;0;
FII5108;1;1;0;0;0;0;0;0;0;0;
INU4679;1;0;0;0;0;0;0;0;0;0;
IWO4148;0;2;0;0;0;0;0;0;0;0;
XFE7448;1;1;0;0;0;0;0;0;0;0;
KCG7093;1;1;0;0;0;0;0;0;0;0;
JPX9558;1;0;0;0;0;0;0;1;0;0;
TEK2638;0;2;0;0;0;0;0;0;0;0;
OJK9212;1;1;0;0;0;0;0;0;0;0;
PAH0278;1;1;0;0;0;0;0;0;0;0;
BYO2879;1;1;0;0;0;0;0;0;0;0;
PVY4076;1;1;0;0;0;0;0;0;0;0;
GAO1582;0;3;0;0;0;0;0;0;0;0;
XGV9693;1;1;0;0;0;0;0;0;0;0;
NTG2542;1;1;0;0;0;0;0;0;0;0;
LQU9345;1;1;0;0;0;0;0;0;0;0;
BRE7300;1;1;0;0;0;0;0;0;0;0;
NJE0327;1;1;0;0;0;0;0;0;0;0;
JZC2200;1;1;0;0;0;0;0;0;0;0;
ZBQ9922;0;2;0;0;0;0;0;0;0;0;
OXR6455;0;2;0;0;0;0;0;0;0;0;
DBH8862;1;1;0;0;0;0;0;0;0;0;
FHU5400;0;2;0;0;0;0;0;0;0;0;
JQI2886;1;0;0;0;1;0;0;0;0;0;
AEK1860;1;1;0;0;0;0;0;0;0;0;
RSS9184;0;1;0;1;0;0;0;0;0;0;
GTL1310;0;2;0;0;0;0;0;0;0;0;
FXC1264;1;1;0;0;0;0;0;0;0;0;
JZC8213;1;2;0;0;0;0;0;0;0;0;
HWB7306;0;1;0;0;0;0;0;0;0;0;
TFB2093;1;1;0;0;0;0;0;0;0;0;
UEG5448;1;1;0;0;0;0;0;0;0;0;
TTN9597;0;2;0;0;0;0;0;0;0;0;
JRW2269;1;1;0;0;0;0;0;0;0;0;
SXG6604;2;0;0;0;0;0;0;0;0;0;
DNX4314;0;1;0;0;0;0;0;0;0;0;
LND1050;1;1;0;0;0;0;0;0;0;0;
RRE2427;0;2;0;0;0;0;0;0;0;0;
QSM3498;1;0;0;0;0;0;0;1;0;0;
SHC2027;1;1;0;0;0;0;0;0;0;0;
UJD1128;1;1;0;0;0;0;0;0;0;0;
KPZ6090;1;1;0;0;0;0;0;0;0;0;
YFT8153;1;1;0;0;0;0;0;0;0;0;
BYL3847;0;1;0;0;0;0;0;0;0;0;
IKW6201;1;1;0;0;0;0;0;0;0;0;
OPD7587;0;2;0;0;0;0;0;0;0;0;
QMS3762;1;2;0;0;0;0;0;0;0;0;
TFL3906;2;0;0;0;0;0;0;0;0;0;
XLX7887;0;1;0;0;0;0;0;0;0;0;
HZP8528;1;0;0;0;1;0;0;0;0;0;
HUM5176;0;2;0;0;0;0;0;0;0;0;
LVD4821;0;1;0;0;0;0;0;0;0;0;
XKY9417;1;1;0;0;0;0;0;0;0;0;
COQ0057;2;0;0;0;0;0;0;0;0;0;
POA4409;1;0;0;1;0;0;0;0;0;0;
JAJ1951;1;0;0;0;0;0;0;1;0;0;
UBQ2174;1;1;0;0;0;0;0;0;0;0;
YNZ4028;1;1;0;0;0;0;0;0;0;0;
AON7264;0;2;0;0;0;0;0;0;0;0;
GMX8309;1;0;0;0;0;0;0;0;0;0;
OIM6431;1;1;0;0;0;0;0;0;0;0;
WAV7682;0;1;0;0;0;0;0;0;0;0;
OVM5001;0;2;0;0;0;0;0;0;0;0;
LSM7597;1;1;0;0;0;0;0;0;0;0;
JTZ5483;0;2;0;0;0;0;0;0;0;0;
CKI3211;1;1;0;0;0;0;0;0;0;0;
CBZ0282;1;1;0;0;0;0;0;0;0;0;
IVE5329;0;1;0;0;0;0;0;0;0;0;
VMS5078;0;1;0;1;0;0;0;0;0;0;
SQU8359;1;1;0;0;0;0;0;0;0;0;
ZAD3371;1;1;0;0;0;0;0;0;0;0;
XSJ8348;1;0;0;0;1;0;0;0;0;0;
DOB8870;0;2;0;0;0;0;0;0;0;0;
CTZ7888;0;2;0;0;0;0;0;0;0;0;
ZBE2184;0;1;0;1;0;0;0;0;0;0;
BPY6012;1;1;0;0;0;0;0;0;0;0;
FXY6663;0;0;0;0;1;0;0;0;0;0;
NRL0906;0;2;0;0;0;0;0;0;0;0;
KAC8687;1;0;0;0;0;0;0;0;0;0;
KAC8687;0;0;0;0;0;0;0;1;0;0;
KAC8687;0;1;0;0;0;0;0;0;0;0;
KAC8687;0;0;0;0;0;0;0;1;0;0;
DGZ9674;0;0;0;0;0;0;0;1;0;0;
YTK7586;0;0;0;0;0;0;0;1;0;0;
VRF2359;1;1;0;0;0;0;0;0;0;0;
WVA3277;1;2;0;0;0;0;0;0;0;0;
GDI2827;1;1;0;0;0;0;0;0;0;0;
BTM7751;0;1;0;0;0;0;1;0;0;0;
PSU2367;0;4;0;0;0;0;0;0;0;0;
PPD4103;0;0;0;0;1;0;0;0;0;0;
BDK9745;0;1;0;0;0;0;0;0;0;0;
IWL6975;0;1;0;0;0;0;0;0;0;0;
GAN7958;1;1;0;0;0;0;0;0;0;0;
ABP7332;0;2;0;0;0;0;0;0;0;0;
OMB3192;0;1;0;0;0;0;0;1;0;0;
TOZ1056;1;1;0;0;0;0;0;0;0;0;
JYH6033;0;1;0;0;0;0;0;0;0;0;
BXF8813;1;3;0;0;0;0;0;0;0;0;
ZGE6845;0;1;1;0;0;0;0;0;0;0;
OPC8636;0;2;0;0;0;0;0;0;0;0;
JXH7943;1;1;0;0;0;0;0;0;0;0;
WPP5866;1;0;0;0;0;0;0;0;0;0;
ISM3902;1;1;0;0;0;0;0;0;0;0;
COB5968;0;1;1;0;0;0;0;0;0;0;
HBR1394;1;1;0;0;0;0;0;0;0;0;
ZBC1671;1;1;0;0;0;0;0;0;0;0;
ZNH6737;1;1;0;0;0;0;0;0;0;0;
HNY3217;1;1;0;0;0;0;0;0;0;0;
UMV7285;1;0;0;0;0;0;0;0;0;0;
HGD6574;1;1;0;0;0;0;0;0;0;0;
DMI1550;0;1;0;0;0;0;0;0;0;0;
HGD6574;1;0;0;0;1;0;0;0;0;0;
PWN4833;1;1;0;0;0;0;0;0;0;0;
CVO5519;0;2;0;0;0;0;0;0;0;0;
WGW9034;1;1;0;0;0;0;0;0;0;0;
OBC8772;0;0;0;1;0;0;0;0;0;0;
EYX5209;1;1;0;0;0;0;0;0;0;0;
DRO7537;1;1;0;0;0;0;0;0;0;0;
RWA5948;0;1;0;0;0;0;0;0;0;0;
YCL4524;1;1;0;0;0;0;0;0;0;0;
UOS4922;1;1;0;0;0;0;0;0;0;0;
JIF2000;0;2;0;0;0;0;0;0;0;0;
OXO4663;0;1;0;0;0;0;0;0;0;0;
VQJ0318;1;0;0;0;0;0;0;0;0;0;
EWC1909;1;1;0;0;0;0;0;0;0;0;
CUP4152;1;1;0;0;0;0;0;0;0;0;
UOZ0859;2;0;0;0;0;0;0;0;0;0;
FZU8262;0;1;0;0;0;1;0;0;0;0;
QKQ5294;1;0;0;0;0;0;0;0;0;0;
ORE5511;1;1;0;0;0;0;0;0;0;0;
ODS5867;0;0;0;0;1;0;0;0;0;0;
UYH2769;1;1;0;0;0;0;0;0;0;0;
NCX3170;1;1;0;0;0;0;0;0;0;0;
FLT9555;0;0;0;0;1;0;0;0;0;0;
ZML1093;1;1;0;0;0;0;0;0;0;0;
QRW5275;1;1;0;0;0;0;0;0;0;0;
XQS9053;1;1;0;0;0;0;0;0;0;0;
TRG1607;1;0;0;1;0;0;0;0;0;0;
LDH6384;1;0;0;0;0;0;0;0;0;0;
JTC4356;0;1;0;0;0;0;0;0;0;0;
ALR2805;1;1;0;0;0;0;0;0;0;0;
RXW5980;0;1;0;0;0;0;0;0;0;0;
OXJ1976;1;2;0;0;0;0;0;0;0;0;
MCZ0798;1;1;0;0;0;0;0;0;0;0;
UQF1096;1;0;0;0;1;0;0;0;0;0;
NBQ4381;1;0;0;0;0;0;1;0;0;0;
TMC5874;2;0;0;0;0;0;0;0;0;0;
NGK7045;1;1;0;0;0;0;0;0;0;0;
FPC9039;0;2;0;0;0;0;0;0;0;0;
GDQ7137;1;0;0;0;0;0;0;0;0;0;
MEW9740;2;0;0;0;0;0;0;0;0;0;
ZZS8033;0;4;0;0;0;0;0;0;0;0;
HZS4167;0;1;0;0;0;0;0;0;0;0;
DGN2634;0;0;0;1;0;0;0;0;0;0;
DCB6864;0;0;0;0;2;0;0;0;0;0;
JQL0581;1;1;0;0;0;0;0;0;0;0;
SER9211;1;1;0;0;0;0;0;0;0;0;
COU7685;1;0;0;0;0;0;0;0;0;0;
CLI9732;1;1;0;0;0;0;0;0;0;0;
UXP0301;1;1;0;0;0;0;0;0;0;0;
BRS4343;0;2;0;0;0;0;0;0;0;0;
QLI7454;1;1;0;0;0;0;0;0;0;0;
ODI7859;1;0;0;0;0;0;0;1;0;0;
QAX0257;0;2;0;0;0;0;0;0;0;0;
USI4000;1;1;0;0;0;0;0;0;0;0;
TRH7867;1;1;0;0;0;0;0;0;0;0;
URM5891;1;0;0;0;0;0;0;0;0;0;
LEJ4075;0;1;0;0;0;0;0;0;0;0;
UZU1605;1;1;0;0;0;0;0;0;0;0;
KMV9056;0;2;0;0;0;0;0;0;0;0;
PJL0803;0;1;0;0;0;0;0;1;0;0;
FZA2960;1;1;0;0;0;0;0;0;0;0;
VDL1487;1;1;0;0;0;0;0;0;0;0;
LXS5552;1;0;0;1;0;0;0;0;0;0;
GAI1326;1;1;0;0;0;0;0;0;0;0;
NFG4954;1;1;0;0;0;0;0;0;0;0;
LUL6778;0;1;0;0;0;0;1;0;0;0;
RJG8195;0;2;0;0;0;0;0;0;0;0;
NNB6728;1;1;0;0;0;0;0;0;0;0;
NDO6787;1;1;0;0;0;0;0;0;0;0;
EUE0804;0;1;0;0;0;0;0;0;0;0;
ODF1927;0;2;0;0;0;0;0;0;0;0;
PUP4499;1;0;0;0;0;0;0;0;0;0;
GXK6710;2;0;0;0;0;0;0;0;0;0;
UOY7607;1;2;0;0;0;0;0;0;0;0;
DUY2582;1;1;0;0;0;0;0;0;0;0;
DBA0562;0;2;0;0;0;0;0;0;0;0;
MYV0597;1;2;0;0;0;0;0;1;0;0;
EFG8163;0;2;0;0;0;0;0;0;0;0;
BCT9444;0;0;1;0;0;0;0;0;0;0;
CYA6356;1;1;0;0;0;0;0;0;0;0;
KRT2863;1;1;0;0;0;0;0;0;0;0;
RHA0290;1;1;0;0;0;0;0;0;0;0;
PWM5874;1;1;0;0;0;0;0;0;0;0;
MZL7478;0;2;0;0;0;0;0;0;0;0;
RUT6727;1;0;1;0;0;0;0;0;0;0;
BIC0614;1;1;0;0;0;0;0;0;0;0;
ICO6101;1;0;0;0;0;0;0;0;1;0;
GKP0619;0;2;0;1;0;0;0;0;0;0;
UZJ4069;1;1;0;0;0;0;0;0;0;0;
WGU8766;1;0;0;1;0;0;0;0;0;0;
GBL7571;0;1;0;0;0;0;0;0;0;0;
RVN8401;0;1;0;0;0;0;0;0;0;0;
CJL7890;1;3;0;0;0;0;0;0;0;0;
MDL0548;0;1;0;0;0;0;0;0;0;0;
ZWR2770;1;1;0;0;0;0;0;0;0;0;
EBY6295;1;2;0;0;0;0;0;0;0;0;
DRA2749;2;0;0;0;0;0;0;0;0;0;
VID0829;1;0;0;0;0;0;0;0;0;0;
BTQ8749;1;0;0;0;0;0;0;0;0;0;
ZKO5990;0;1;0;0;0;0;0;0;0;0;
RQB5687;1;1;0;0;0;0;0;0;0;0;
HCJ6207;0;2;0;0;0;0;0;0;0;0;
FNL6776;0;1;0;0;1;0;0;0;0;0;
JJQ0675;1;1;0;0;0;0;0;0;0;0;
HVA4239;0;2;0;0;0;0;0;0;0;0;
ZJO8540;1;1;0;0;0;0;0;0;0;0;
CVL7504;1;0;0;0;0;0;0;0;0;0;
XOM1577;1;1;0;0;0;0;0;0;0;0;
AYJ3007;0;2;0;0;0;0;0;0;0;0;
JYK5890;2;0;0;0;0;0;0;0;0;0;
ZLX1356;0;1;0;0;1;0;0;0;0;0;
JQQ3917;1;0;0;1;0;0;0;0;0;0;
LAD2520;1;1;0;0;0;0;0;0;0;0;
GDL9552;0;3;0;0;0;0;0;0;0;0;
OQI3390;0;1;0;0;0;0;0;0;0;0;
DWZ8949;0;2;0;0;0;0;0;0;0;0;
ZGX5933;0;1;0;0;0;0;0;0;0;0;
AWC0540;0;1;0;0;0;0;0;0;0;0;
HMX5951;1;1;0;0;0;0;0;0;0;0;
THP8127;1;1;0;0;0;0;0;0;0;0;
DMD8327;1;1;0;0;0;0;0;0;0;0;
AQW6808;1;0;1;0;0;0;0;0;0;0;
WLL9222;1;1;0;0;0;0;0;0;0;0;
LQK2711;1;1;0;0;0;0;0;0;0;0;
KMB4444;2;0;0;0;0;0;0;0;0;0;
UBI4110;1;1;0;0;0;0;0;0;0;0;
CPL8214;0;2;0;0;0;0;0;0;0;0;
QVK7265;0;1;0;0;1;0;0;0;0;0;
CPL8214;1;1;0;0;0;0;0;0;0;0;
XQF3690;0;4;0;0;0;0;0;0;0;0;
IKR8730;1;1;0;0;0;0;0;0;0;0;
OWY9741;0;2;0;0;0;0;0;0;0;0;
RSY6597;0;2;0;0;0;0;0;0;0;0;
OZK7589;1;1;0;0;0;0;0;0;0;0;
UHH6408;1;1;0;0;0;0;0;0;0;0;
IQH5385;1;1;0;0;0;0;0;0;0;0;
BSW9698;1;1;0;0;0;0;0;0;0;0;
WPF7859;0;1;0;0;0;0;0;0;0;0;
VNU9665;1;0;0;1;0;0;0;0;0;0;
VOA5774;0;2;0;0;0;0;0;0;0;0;
BIS6296;2;0;0;0;0;0;0;0;0;0;
VUM1118;1;1;0;0;0;0;0;0;0;0;
HLP8432;1;1;0;0;0;0;0;0;0;0;
MBK2258;1;1;0;0;0;0;0;0;0;0;
ELZ7666;1;1;0;0;0;0;0;0;0;0;
TKT0690;1;1;0;0;0;0;0;0;0;0;
XRV5292;1;0;0;0;0;0;0;0;0;0;
GQR4443;0;1;0;0;0;0;0;0;0;0;
ZUA6564;0;3;0;0;0;0;0;0;0;0;
MCY5898;0;2;0;0;0;0;0;0;0;0;
RSG4428;1;0;0;0;1;0;0;0;0;0;
GTK0550;1;1;0;0;0;0;0;0;0;0;
WFA2419;1;1;0;0;0;0;0;0;0;0;
TMP4736;0;2;0;0;0;0;0;0;0;0;
SMM1739;0;1;0;1;0;0;0;0;0;0;
QLF8196;1;1;0;0;0;0;0;0;0;0;
TNE8655;1;0;0;0;1;0;0;0;0;0;
WRS4960;2;0;0;0;0;0;0;0;0;0;
HKZ9697;1;0;0;0;1;0;0;0;0;0;
WBW1731;1;0;0;1;0;0;0;0;0;0;
XCF8258;0;2;0;0;0;0;0;0;0;0;
EQE4486;1;1;0;0;0;0;0;0;0;0;
PEV0173;0;2;0;0;0;0;0;0;0;0;
WLB1340;1;1;0;0;0;0;0;0;0;0;
BVD8523;1;0;0;0;0;0;1;0;0;0;
PLA7632;1;1;0;0;0;0;0;0;0;0;
DKD2689;0;2;0;0;0;0;0;0;0;0;
ZPI9572;1;1;0;0;0;0;0;0;0;0;
XQU7242;1;1;0;0;0;0;0;0;0;0;
PNQ3943;1;0;0;1;0;0;0;0;0;0;
CTI4315;0;1;0;0;0;0;0;0;0;0;
LHU8202;1;1;0;0;0;0;0;0;0;0;
GJN7348;2;1;0;0;1;0;0;0;0;0;
IBH2358;1;2;0;0;0;0;0;0;0;0;
TGJ2263;0;1;1;0;0;0;0;0;0;0;
KPC9984;1;0;0;0;0;0;0;0;0;0;
EDF7451;1;1;0;0;0;0;0;0;0;0;
EPU9330;0;1;0;0;0;0;1;0;0;0;
EWE5574;0;2;0;0;0;0;0;0;0;0;
WXX8887;0;1;0;0;0;0;0;0;0;0;
VTC6635;1;1;0;0;0;0;0;0;0;0;
TUL2774;0;1;0;0;0;0;0;0;0;0;
FFC7227;1;2;0;0;0;0;0;0;0;0;
UZF3584;0;2;0;0;0;0;0;0;0;0;
FIX5342;0;2;0;0;0;0;0;0;0;0;
XEY7312;0;1;0;1;0;0;0;0;0;0;
HRA4846;1;1;0;0;0;0;0;0;0;0;
JSS2210;1;0;0;0;0;0;0;0;0;0;
TUS3498;1;1;0;0;0;0;0;0;0;0;
QIK4875;1;1;0;0;0;0;0;0;0;0;
WGZ1245;1;2;0;1;0;0;0;0;0;0;
ZGT4553;0;2;0;0;0;0;0;0;0;0;
ZDO5298;1;1;0;0;0;0;0;0;0;0;
OVU4068;1;0;0;0;0;0;0;0;0;0;
JUM8912;0;2;0;0;0;0;0;0;0;0;
QUJ8575;0;2;0;0;0;0;0;0;0;0;
CLJ4590;1;1;0;0;0;0;0;0;0;0;
CIY5676;0;1;0;0;1;0;0;0;0;0;
TJL8146;1;1;0;0;0;0;0;0;0;0;
ICT8013;1;1;0;0;0;0;0;0;0;0;
ECB4754;1;1;0;0;0;0;0;0;0;0;
QWJ9835;1;1;0;0;0;0;0;0;0;0;
IUY4827;1;1;0;0;0;0;0;0;0;0;
HGD2643;2;0;0;0;0;0;0;0;0;0;
BOS6908;1;1;0;0;0;0;0;0;0;0;
DXB7299;2;0;0;0;0;0;0;0;0;0;
HCW5036;1;1;0;0;0;0;0;0;0;0;
XOH4345;0;2;0;0;0;0;0;0;0;0;
IRM4979;1;1;0;0;0;0;0;0;0;0;
GDH4510;1;1;0;0;0;0;0;0;0;0;
AFX2995;1;1;0;0;0;0;0;0;0;0;
VBP7668;0;1;0;0;0;0;0;0;0;0;
COC8213;1;1;0;0;0;0;0;0;0;0;
VTD9684;0;3;0;0;0;0;0;0;0;0;
PZE5333;2;0;0;0;0;0;0;0;0;0;
RTG5765;1;1;0;0;0;0;0;0;0;0;
GVH0488;1;1;0;0;0;0;0;0;0;0;
PTK3366;0;0;0;0;0;0;0;1;0;0;
OMB9020;0;1;0;0;0;0;0;0;0;0;
QXD9908;1;0;0;0;1;0;0;0;0;0;
TVU7456;1;0;0;0;1;0;0;0;0;0;
VQN4015;1;1;0;0;0;0;0;0;0;0;
ZEU1082;1;1;0;0;0;0;0;0;0;0;
BCU9424;0;3;0;0;0;0;0;0;0;0;
JBW1181;1;1;0;0;0;0;0;0;0;0;
WPC5056;1;1;0;0;0;0;0;0;0;0;
ZEA5100;0;2;0;0;0;0;0;0;0;0;
IHZ3580;0;1;0;1;0;0;0;0;0;0;
POW9579;1;0;0;0;1;0;0;0;0;0;
IUX1862;1;1;0;0;0;0;0;0;0;0;
MLA1922;0;3;0;0;0;0;0;1;0;0;
HLW5709;0;1;0;0;0;0;0;0;0;0;
GWH8273;2;0;0;0;0;0;0;0;0;0;
BPB5295;0;3;0;0;0;0;0;0;0;0;
XPX1438;1;0;0;1;0;0;0;0;0;0;
ZCO6613;0;0;0;0;0;0;0;1;0;0;
GMV7665;1;1;0;0;0;0;0;0;0;0;
HLB1712;1;1;0;0;0;0;0;0;0;0;
WPQ0608;1;1;0;0;0;0;0;0;0;0;
LGO4256;1;1;0;0;0;0;0;0;0;0;
AFV7461;1;2;0;0;1;0;0;0;0;0;
ATW5713;1;1;0;0;0;0;0;0;0;0;
ANS4119;1;1;0;0;0;0;0;0;0;0;
ZJC0021;1;0;0;0;0;0;0;0;0;0;
WBA6759;0;2;0;0;0;0;0;0;0;0;
RLI7970;1;1;0;0;0;0;0;0;0;0;
NUD0222;1;1;0;0;0;0;0;0;0;0;
YCD9466;0;2;0;0;0;0;0;0;0;0;
SHG2934;1;0;0;1;0;0;0;0;0;0;
AQQ8525;0;1;0;0;0;0;0;0;0;0;
ETW9984;0;0;0;1;0;0;0;0;0;0;
YOX0625;1;1;0;0;0;0;0;0;0;0;
KVR0138;0;1;0;0;0;0;0;0;0;0;
LII2332;1;0;0;0;0;0;0;0;0;0;
GBJ4049;1;1;0;0;0;0;0;0;0;0;
TQQ9866;1;1;0;0;0;0;0;0;0;0;
NND9500;1;1;0;0;0;0;0;0;0;0;
OQK7750;0;1;0;0;0;0;0;0;0;0;
RYK8099;0;2;0;0;0;0;0;0;0;0;
ADZ9782;1;1;0;0;0;0;0;0;0;0;
MZX2421;0;2;0;0;0;0;0;0;0;0;
FCH9706;0;0;0;0;1;0;0;0;0;0;
KRQ7719;0;1;0;0;0;0;0;0;0;0;
XRM7111;0;2;0;0;0;0;0;0;0;0;
MKP9249;1;1;0;0;0;0;0;0;0;0;
CKG6115;0;1;0;0;0;0;0;0;0;0;
CIV4775;1;1;0;0;1;0;0;0;0;0;
VNL0359;1;1;0;0;0;0;0;0;0;0;
MOO3529;0;1;0;0;0;0;0;0;0;0;
RVN2821;1;0;0;0;0;0;1;0;0;0;
ONF0343;1;1;0;0;0;0;0;0;0;0;
CRW8030;1;1;0;0;0;0;0;0;0;0;
LRU3919;1;1;0;0;0;0;0;0;0;0;
NPF5492;1;0;0;0;0;0;0;0;0;0;
UID1376;1;1;0;0;0;0;0;0;0;0;
QQP2495;1;1;0;0;0;0;0;0;0;0;
QGO8648;1;1;0;0;0;0;0;0;0;0;
WRB1448;1;1;0;0;0;0;0;0;0;0;
HSV4534;1;2;0;0;0;0;0;0;0;0;
OWO5306;2;0;0;0;0;0;0;0;0;0;
DZM1398;0;1;0;0;0;1;0;0;0;0;
OOU1438;1;1;0;0;0;0;0;0;0;0;
HQT1815;1;1;0;0;0;0;0;0;0;0;
DJJ1154;1;0;0;1;0;0;0;0;0;0;
OOQ4741;1;0;0;0;0;0;0;0;0;0;
BCV7648;1;1;0;0;0;0;0;0;0;0;
QTB3077;1;0;0;0;0;0;0;0;0;0;
HFN3362;0;1;0;0;0;0;0;0;0;0;
PJZ5976;1;0;0;0;0;0;0;0;0;0;
DMG5038;0;0;0;0;0;0;0;1;0;0;
OHI0596;1;0;0;0;0;0;0;0;0;0;
HYM7387;1;1;0;0;0;0;0;0;0;0;
TRU8190;0;1;1;0;0;0;0;0;0;0;
XDP7515;2;0;0;0;0;0;0;0;0;0;
TRP3273;1;0;0;0;0;0;0;0;0;0;
TRP3273;0;0;0;0;0;0;0;1;0;0;
CSG3982;0;1;0;0;0;0;1;0;0;0;
KFF9070;1;1;0;0;0;0;0;0;0;0;
ULS6774;1;1;0;0;0;0;0;0;0;0;
EXM4755;1;1;0;0;0;0;0;0;0;0;
QTQ8053;1;2;0;0;0;0;0;0;0;0;
RXZ0336;0;1;0;0;0;0;0;0;0;0;
QUZ8938;0;3;0;0;0;0;0;0;0;0;
EXD8757;1;1;0;0;0;0;0;0;0;0;
CVT1543;2;0;0;0;0;0;0;0;0;0;
YNF1160;1;1;0;0;0;0;0;0;0;0;
ISH4047;0;1;0;0;0;0;0;0;0;0;
YNF1160;1;1;0;0;0;0;0;0;0;0;
NWG9087;1;0;0;0;1;0;0;0;0;0;
UOS9785;0;4;0;0;0;0;0;0;0;0;
JVM7876;1;2;0;0;0;0;0;0;0;0;
VKR3140;1;0;0;0;0;0;0;0;0;0;
WSQ6891;2;0;0;0;0;0;0;0;0;0;
OAD5023;1;1;0;0;0;0;0;0;0;0;
LNB9434;1;1;0;0;0;0;0;0;0;0;
AHJ1193;1;1;0;0;0;0;0;0;0;0;
LIT3423;1;1;0;0;0;0;0;0;0;0;
CTV3045;0;1;0;1;0;0;0;0;0;0;
UKE5675;1;1;0;0;0;0;0;0;0;0;
LIT3423;1;1;0;0;0;0;0;0;0;0;
AIV1776;0;1;0;0;0;0;0;0;0;0;
GSR8921;0;1;0;0;1;0;0;0;0;0;
XXQ4271;0;2;0;0;0;0;0;0;0;0;
DGQ8519;0;2;0;0;0;0;0;0;0;0;
XRJ1987;0;1;0;0;0;0;0;0;0;0;
UFA1142;1;1;0;0;0;0;0;0;0;0;
XON9843;1;1;0;0;0;0;0;0;0;0;
DED2410;1;0;0;0;0;0;0;0;0;0;
YJX6844;1;1;0;0;0;0;0;0;0;0;
NYJ4775;1;1;0;0;0;0;0;0;0;0;
MGY4499;1;1;0;0;0;0;0;0;0;0;
XWS6830;1;1;0;0;0;0;0;0;0;0;
TOJ4841;1;1;0;0;0;0;0;0;0;0;
QRQ3699;1;1;0;0;0;0;0;0;0;0;
KWY7501;1;1;0;0;0;0;0;0;0;0;
PLW7291;1;1;0;0;0;0;0;0;0;0;
NZT1203;3;0;0;0;0;0;0;0;0;0;
QFC7896;1;1;0;0;0;0;0;0;0;0;
OPU8002;0;1;0;0;0;0;0;0;0;0;
QNS2102;0;1;0;0;0;0;0;0;0;0;
GWY5778;0;1;0;0;1;0;0;1;0;0;
AUG6915;1;1;0;0;0;0;0;0;0;0;
VME6969;0;1;0;0;0;0;0;0;0;0;
YRZ2178;0;2;0;0;0;0;0;0;0;0;
MIR5921;1;0;0;0;0;0;1;0;0;0;
FSH8864;0;2;0;0;0;0;0;0;0;0;
CAV3594;0;1;0;0;0;0;0;0;0;0;
HRC4787;0;0;1;1;0;0;0;0;0;0;
GTN7395;1;0;0;0;0;0;0;1;0;0;
UPO8869;1;1;0;0;0;0;0;0;0;0;
GJX0284;1;0;0;0;1;0;0;0;0;0;
XJZ4417;0;1;0;0;0;0;0;0;0;0;
VFO0672;1;1;0;0;0;0;0;0;0;0;
FRC5364;1;1;0;0;0;0;0;0;0;0;
YVH6306;1;1;0;0;0;0;0;0;0;0;
XGL7304;0;1;0;0;0;0;0;0;0;0;
QGL6855;0;2;0;0;0;0;0;0;0;0;
EPG7644;0;3;0;0;0;0;0;0;0;0;
WUB8909;0;2;0;0;0;0;0;0;0;0;
BEP2718;0;2;0;0;0;0;0;0;0;0;
IMR4725;1;1;0;0;0;0;0;0;0;0;
MMX3509;0;0;0;1;0;0;0;0;0;0;
RMP7587;1;1;0;0;0;0;0;0;0;0;
UUW6048;1;0;0;0;0;0;0;0;0;0;
WVW4665;0;1;0;0;0;0;0;0;0;0;
XXM6261;0;3;0;0;0;0;0;0;0;0;
BPV5972;1;1;0;0;0;0;0;0;0;0;
HZB7848;1;1;0;0;0;0;0;0;0;0;
SSM5670;1;1;0;0;0;0;0;0;0;0;
BFB4997;1;1;0;0;0;0;0;0;0;0;
YQB0315;1;0;0;0;0;0;0;0;0;0;
XUR6214;0;1;0;0;0;0;0;0;0;0;
PRE8111;1;1;0;0;0;0;0;0;0;0;
EDM7270;1;1;0;0;0;0;0;0;0;0;
SCY2595;1;1;0;0;0;0;0;0;0;0;
XRA2775;0;3;0;0;0;0;0;0;0;0;
CTJ7498;1;1;0;0;0;0;0;0;0;0;
BCC6472;0;2;0;0;0;0;0;0;0;0;
YNN0964;1;1;0;0;0;0;0;0;0;0;
GYX4333;0;0;0;0;0;0;0;1;0;0;
KOQ8043;0;0;0;0;0;0;0;1;0;0;
BKB1698;1;1;0;0;0;0;0;0;0;0;
CJT0893;1;1;0;0;0;0;0;0;0;0;
UYA8473;0;1;0;0;1;0;0;0;0;0;
BVK2540;0;1;0;0;0;0;1;0;0;0;
CSI6345;1;1;0;0;0;0;0;0;0;0;
YOY6059;1;1;0;0;0;0;0;0;0;0;
KDU4412;1;1;0;0;0;0;0;0;0;0;
BMT7196;0;0;0;0;0;0;0;1;0;0;
KXP9461;1;1;0;0;0;0;0;0;0;0;
DIL9504;2;0;0;0;0;0;0;0;0;0;
JLN0379;1;1;0;0;0;0;0;0;0;0;
UWK8064;1;1;0;0;0;0;0;0;0;0;
OIE2717;1;1;0;0;0;0;0;0;0;0;
ERZ7731;1;1;0;0;0;0;0;0;0;0;
EQP9664;2;1;0;0;0;0;0;0;0;0;
BMT7196;0;0;0;0;1;0;0;0;0;0;
BMT7196;1;0;0;1;0;0;0;0;0;0;
MYJ1678;1;0;0;0;0;0;0;0;0;0;
