COD_ACIDENTE;DATA;LOG1;LOG2;NUMERO;BAIRRO;AMC;NATUREZA;ILUMINACAO;TEMPO;SUPERFICIEPISTA;TIPOCRUZAMENTO;CONTROLETRAFEGO;USOSOLO;COORDENADAS
PEN2473;2022-07-03 20:20:00;Avenida General Osório de Paiva;;;CANINDEZINHO;970979;Choque c/ Obstáculo Fixo;Anoitecer;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.61214057515274 -3.815303709229363);
YMK5140;2022-07-03 00:30:00;Rua Hílton Santos;RUA TAVARES COUTINHO;;VARJOTA;971182;Colisão Traseira;Via Iluminada;Bom;Seca;Cruz;Pare;Cruzamento;(-38.4855277 -3.732553999999999);
SWJ7286;2022-07-30 12:30:00;Avenida dos Expedicionários;RUA STA LUZIA;;PARREAO;971195;Colisão Transversal;Luz do Dia;Nublado;Molhada;Cruz;Pare;Longo da via;(-38.53977456966151 -3.760340184285031);
OZD0745;2022-07-02 11:40:00;Avenida João Pessoa;;;DAMAS;971015;Atropelamento;Luz do Dia;Bom;Seca;Meio de quadra;Outros;Longo da via;(-38.54850785294042 -3.751440325080197);
ATJ8733;2022-07-30 22:00:00;Rua Juvenal Galeno;;;BENFICA;971252;Queda;Via Iluminada;Nublado;Molhada;Meio de quadra;Semáforo;Longo da via;(-38.53999451444518 -3.738318203634797);
OQG9710;2022-07-30 11:30:00;Rua Vicente Leite;RUA HENRIQUETA GALENO;;DIONISIO TORRES;971299;Colisão Transversal;Luz do Dia;Nublado;Molhada;Cruz;Pare;Longo da via;(-38.49817660000001 -3.7457393);
XAO9401;2022-07-30 09:09:00;Avenida Castelo de Castro;;;JANGURUSSU;971300;Choque c/ Obstáculo Fixo;Luz do Dia;Nublado;Molhada;Meio de quadra;Outros;Longo da via;(-38.52149799257478 -3.83064726558347);
AFJ4793;2022-07-02 11:00:00;Avenida Sargento Hermínio Sampaio;;;MONTE CASTELO;971014;Colisão Transversal;Luz do Dia;Chuva;Molhada;Meio de quadra;Outros;Longo da via;(-38.5477831 -3.724774499999999);
PJJ2671;2022-07-02 04:00:00;Avenida Senador Fernandes Távora;RUA JOSE MENDONCA;;GENIBAU;970174;Colisão Transversal;Não informado;Bom;Molhada;Cruz;Semáforo;Cruzamento;(-38.60170189999999 -3.7545021);
WIR4894;2022-07-01 11:30:00;RUA ROMEU MARTINS;RUA JOAO FIRMINO;;MONTESE;971158;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5555606 -3.7642744);
IFG9969;2022-07-31 05:50:00;Avenida Rui Barbosa;RUA TEN BENEVOLO;;ALDEOTA;965130;Colisão Lateral;Não informado;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.5070686 -3.7286654);
CTX6147;2022-07-01 16:40:00;Rua Alexandre Antônio;RUA ENG LUIS T DE ALCANTARA;;DE LOURDES;971120;Colisão Transversal;Luz do Dia;Bom;Seca;Não informado;Pare;Cruzamento;(-38.4649163 -3.7405294);
XHN3188;2022-08-01 00:00:00;Rua XXIX;RUA 21 UI 412;;QUINTINO CUNHA;966641;Colisão Traseira;Via Iluminada;Bom;Seca;Cruz;Outros;Longo da via;(-38.5948829 -3.7320666);
MNL2823;2022-07-01 03:20:00;AV MON TABOSA;AV RUI BARBOSA;;MEIRELES;970960;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.5056957 -3.7244353);
GDL4225;2022-07-31 07:00:00;Rua Guilherme Rocha;;;JACARECANGA;970412;Choque c/ Obstáculo Fixo;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.53900209528744 -3.723404608340772);
ECC0833;2022-07-02 00:30:00;AV DR SILAS MUNGUBA;;;PASSARE;970949;Colisão Lateral;Mal Iluminada;Bom;Seca;Meio de quadra;Outros;Longo da via;(-38.52831079677333 -3.803410307476819);
MBA5739;2022-07-31 21:20:00;Rua Eduardo Garcia;;;ALDEOTA;970671;Colisão Transversal;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.49680022188664 -3.738923092857935);
CWJ8784;2022-07-01 14:30:00;RUA ANTONIO CANDEIA;RUA PRO JOSE HENRIQUE;;GUAJERU;969972;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.4805158 -3.8304993);
SKU4289;2022-07-31 17:00:00;Avenida Tristão Gonçalves;RUA PEDRO PEREIRA;;CENTRO;970920;Colisão Transversal;Não informado;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.5335279 -3.7280666);
IMN0674;2022-06-16 23:05:00;Rua Benjamim Brasil;;;JARDIM CEARENSE;969837;Colisão Lateral;Via Iluminada;Bom;Seca;Não informado;Pare;Longo da via;(-38.55811015311942 -3.808514668405926);
EIU1684;2022-06-16 10:00:00;Avenida Bernardo Manuel;;;ITAPERI;970329;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.54910329018567 -3.791343448667858);
DHI4941;2022-06-16 03:40:00;Avenida Bernardo Manuel;AV BENJAMIM BRASIL;;PARQUE DOIS IRMAOS;970897;Choque c/ Obstáculo Fixo;Via Iluminada;Bom;Seca;T;Semáforo;Longo da via;(-38.554779 -3.809969);
ZHG6541;2022-06-16 19:30:00;Avenida PRE JUSCELINO KUBITSCHEK;AV DEP PAULINO ROCHA;;CASTELAO;970909;Colisão Transversal;Luz do Dia;Bom;Seca;Rotatória;Dê Preferência;Longo da via;(-38.52466833892917 -3.80784559673415);
QHK5839;2022-06-17 01:00:00;Rua Barão de Canindé;RUA DOM CARLOTO TAVORA;;PARANGABA;970953;Colisão Lateral;Mal Iluminada;Bom;Seca;Cruz;Pare;Longo da via;(-38.55712846421503 -3.769648773725537);
DUA9085;2022-06-17 10:45:00;Avenida Duque de Caxias;;;CENTRO;969902;Outros;Luz do Dia;Bom;Seca;Meio de quadra;Não informado;Longo da via;(-38.53368596208166 -3.73051884240732);
LGL8578;2022-06-17 19:00:00;Avenida Pontes Vieira;RUA CAP GUSTAVO;;DIAS MACEDO;970497;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.5171395 -3.7531103);
AXZ6207;2022-06-17 16:30:00;Rua Manuel Queirós;RUA BENTO ALBUQUERQUE;;COCO;970732;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.46741393627503 -3.748842145937039);
VMD3773;2022-06-17 23:20:00;Avenida dos Expedicionários;AV BORGES DE MELO;;JARDIM AMERICA;970828;Colisão Traseira;Via Iluminada;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.5376487 -3.7533506);
EXY4829;2022-06-17 15:45:00;Avenida Benjamim Brasil;;;JARDIM CEARENSE;970883;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Outros;Longo da via;(-38.56108205022397 -3.806817901633502);
XEZ2949;2022-06-17 12:20:00;Rua George Cavalcante;RUA ROSINHA SAMPAIO;;JARDIM GUANABARA;970884;Colisão;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.5933272 -3.7254034);
TRF3153;2022-06-17 11:40:00;Rua Viana de Carvalho;RUA SABINO BATISTA;;MONTE CASTELO;970885;Colisão Lateral;Não informado;Bom;Seca;Cruz;Pare;Longo da via;(-38.5545537 -3.722892499999999);
UXL9409;2022-06-17 23:40:00;Rua Pereira Filgueiras;RUA RODRIGUES JUNIOR;;CENTRO;970903;Colisão Transversal;Não informado;Bom;Seca;Cruz;Pare;Longo da via;(-38.51907864348532 -3.726375570873436);
MSF9815;2022-06-17 17:10:00;Rua Marcos Macêdo;RUA LEONARDO MOTA;;ALDEOTA;970913;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.4957322 -3.7348742);
RXN9518;2022-06-17 17:50:00;Rua Tomás Gonzaga;RUA DOM JOSE TUPINAMBA;;CARLITO PAMPLONA;970954;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.5689140910314 -3.712559171787778);
JFP9248;2022-06-17 12:10:00;Avenida General Osório de Paiva;;;SIQUEIRA;970956;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.586525470159 -3.788645694828942);
MEG0721;2022-06-17 12:15:00;Avenida da Abolição;;;MUCURIPE;970971;Colisão Lateral;Luz do Dia;Bom;Seca;T;Pare;Longo da via;(-38.48644689265952 -3.725952677719788);
IYR8086;2022-06-18 05:15:00;Avenida Professor José Arthur de Carvalho;;;CURIO;968082;Colisão Lateral Sentido Oposto;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.4613241 -3.8250273);
OTL7316;2022-07-01 09:55:00;Avenida Doutor Silas Munguba;RUA MANUEL TEOFILO;;PARANGABA;970716;Colisão Traseira;Luz do Dia;Chuva;Molhada;T;Semáforo Danificado;Cruzamento;(-38.55889690000001 -3.7804373);
GZG2485;2022-06-18 19:00:00;Avenida Independência;;;JARDIM GUANABARA;969363;Choque c/ Obstáculo Fixo;Não informado;Bom;Seca;Meio de quadra;Outros;Longo da via;(-38.59476522050459 -3.725861675369011);
HYD7666;2022-06-15 18:26:00;Avenida Bernardo Manuel;;;PREFEITO JOSE VALTER;970823;Colisão Traseira;Não informado;Bom;Seca;Meio de quadra;Não informado;Longo da via;(-38.56288448669206 -3.836494109874393);
UDU6187;2022-06-18 08:30:00;Rua Padre Valdevino;;;ALDEOTA;969903;Choque c/ Obstáculo Fixo;Não informado;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.50840345363074 -3.741803002195856);
VUT7902;2022-06-18 15:30:00;Avenida Independência;RUA RAIMUNDO R. MENEZES;;JARDIM GUANABARA;970858;Colisão Transversal;Não informado;Bom;Seca;Cruz;Pare;Longo da via;(-38.5868527022909 -3.728184908905907);
MMT0055;2022-06-19 21:50:00;Rua Desembargador Praxedes;;;VILA UNIAO;969192;Choque c/ Obstáculo Fixo;Via Iluminada;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.53708163383526 -3.764841935480661);
OJW3589;2022-06-15 21:30:00;Rua Vilebaldo Aguiar;;;PAPICU;970670;Colisão Transversal;Via Iluminada;Bom;Seca;T;Não há Controle;Longo da via;(-38.4661584 -3.7476151);
VXN2421;2022-06-15 21:30:00;Avenida Rogaciano Leite;RUA LAGO DAS ORQUIDEAS;;JARDIM DAS OLIVEIRAS;970576;Colisão Transversal;Via Iluminada;Bom;Não informado;Cruz;Pare;Cruzamento;(-38.4985053 -3.7722163);
SBJ4309;2022-06-15 18:30:00;Rua Ana Bilhar;RUA DELMIRO GOUVEIA;;VARJOTA;969798;Colisão Traseira;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.488278 -3.7315572);
LUX6641;2022-06-19 12:15:00;Avenida Godofredo Maciel;;;MARAPONGA;970595;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.56731546753015 -3.791423738831717);
DOJ9596;2022-06-20 00:00:00;Avenida Almirante Henrique Sabóia;;;MUCURIPE;970952;Choque c/ Obstáculo Fixo;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.4805353072302 -3.72609185776748);
MXG9667;2022-06-19 16:00:00;Rua Diamantina;RUA RIO GRANDE DO SUL;;RODOLFO TEOFILO;971110;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo Danificado;Longo da via;(-38.57037857310415 -3.763434137071588);
ZAT5340;2022-06-15 20:30:00;Rua Cacilda Becker;RUA JOSE GASPAR;;JOAO XXIII;969671;Atropelamento;Via Iluminada;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5881779 -3.7732196);
KKE4421;2022-06-15 22:00:00;Avenida D;;;CONJUNTO ESPERANCA;968765;Queda;Não informado;Bom;Seca;T;Não há Controle;Longo da via;(-38.58626791286831 -3.817653466262279);
JOE6238;2022-06-19 19:00:00;Rua Barão de Canindé;RUA 15 DE NOVEMBRO;;MONTESE;971117;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.55679050608163 -3.768722736797099);
OSS1531;2022-06-14 21:00:00;AV DES GONZAGA;RUA JULIO LIMA;;CIDADE DOS FUNCIONRAIOS;971077;Colisão Lateral;Via Iluminada;Bom;Seca;Duplo T;Pare;Longo da via;(-38.5003824 -3.796102699999999);
BKV2609;2022-06-20 18:00:00;Avenida EMILIA GONCALVES;AV MOZART PINHEIRO DE LUCENA;;JARDIM GUANABARA;969362;Colisão Lateral;Luz do Dia;Bom;Seca;Outros;Pare;Longo da via;(-38.59698072656818 -3.723126247373472);
URQ0276;2022-06-14 20:00:00;Rua Conselheiro Lafaiete;;;JARDIM IRACEMA;970965;Colisão Lateral;Luz do Dia;Bom;Seca;T;Pare;Longo da via;(-38.57802823879015 -3.718433576767381);
QPK3900;2022-06-14 10:50:00;RUA GUSTAVO SAMPAIO;RUA PRO CASTELO BRANCO D08;;PARQUE ARAXA;970958;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.548661 -3.7336326);
QZS1507;2022-06-14 11:30:00;Rua Professor Costa Mendes;RUA PAPI JUNIOR;;RODOLFO TEOFILO;970957;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5539395 -3.7483251);
FIZ6396;2022-06-20 23:05:00;Avenida Francisco Sá;;;CARLITO PAMPLONA;969838;Atropelamento;Via Iluminada;Chuva;Molhada;Meio de quadra;Não informado;Longo da via;(-38.55294957831799 -3.71889729108841);
XGH1480;2022-06-20 04:10:00;Avenida AMERICO BARREIRA;AV SEN FERNANDES TAVORA;;PARANGABA;970246;Colisão Transversal;Via Iluminada;Nublado;Seca;Cruz;Semáforo;Longo da via;(-38.5704451 -3.7702252);
IHI7726;2022-06-14 19:20:00;Avenida Bernardo Manuel;RUA VILA RICA;;SERRINHA;970824;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.54775619999999 -3.786768);
WAM9941;2022-06-20 10:10:00;Travessa Parajuru;RUA CAP ARAGAO;;AEROLANDIA;970362;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de quadra;Não informado;Longo da via;(-38.51243749639409 -3.765002520705899);
WTM3371;2022-06-20 20:00:00;Rua Vilebaldo Aguiar;RUA BATISTA DE OLIVEIRA;;PAPICU;970859;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.48026709139044 -3.743018128389307);
ZTU9214;2022-06-20 12:15:00;Rua Batista de Oliveira;RUA LAURO NOGUEIRA;;PAPICU;970865;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.4783365 -3.7400851);
RBS0761;2022-06-20 11:05:00;Avenida César Cals;;;VICENTE PINZON;970972;Colisão Transversal;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.46292391534706 -3.724143335096504);
ZCC0109;2022-06-13 19:20:00;Avenida Almirante Henrique Sabóia;;;DIONISIO TORRES;971043;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Outros;Longo da via;(-38.49778727554266 -3.751809676728985);
GQZ0808;2022-06-13 03:30:00;AV ANTONIO SALES;AV RUI BARBOSA;;DIONISIO TORRES;970316;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.51155241677698 -3.74265078039515);
TXX6890;2022-06-21 11:20:00;Avenida Almirante Henrique Sabóia;;;DIONISIO TORRES;970973;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.49572733585104 -3.75118673028892);
AUA3282;2022-06-21 11:10:00;Avenida Monsenhor Tabosa;RUA BAR ARACATI;;PRAIA DE IRACEMA;971105;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.50923494125991 -3.724245043804178);
GHG8832;2022-06-21 16:30:00;Avenida Alberto Craveiro;;;DIAS MACEDO;971106;Colisão;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.51713135184422 -3.785273490702189);
GRA8010;2022-06-13 03:10:00;Avenida General Osório de Paiva;;;PARANGABA;970247;Colisão Traseira;Via Iluminada;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.57851103805487 -3.783359223746189);
ZKN8925;2022-06-21 19:30:00;Avenida Edilson Brasil Soares;;;PARQUE MANIBURA;971118;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.47147479950877 -3.788693869078415);
JEZ5563;2022-06-13 00:30:00;Rua Júlio Braga;RUA MARIA DULCE;;JOAO XXIII;970992;Colisão Lateral;Via Iluminada;Bom;Seca;T;Não há Controle;Cruzamento;(-38.58350650000001 -3.7739139);
DFA7981;2022-06-23 02:34:00;Avenida General Osório de Paiva;;;SIQUEIRA;960926;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.58692780799025 -3.789309428696695);
DNS9448;2022-06-23 01:30:00;Avenida Contôrno Sul;;;JANGURUSSU;969734;Colisão Lateral;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.51980286462056 -3.837749915016468);
BVB4660;2022-06-22 09:00:00;Avenida Presidente Costa e Silva;;;JANGURUSSU;970363;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.5503326 -3.8234508);
UIQ6394;2022-06-12 13:00:00;Avenida Bernardo Manuel;RUA MIGUEL PEREIRA;;PREFEITO JOSE VALTER;970978;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.56233730901565 -3.834947265841164);
ROA8267;2022-06-12 11:10:00;AV DOM MANUEL;RUA COSTA BARROS;;CENTRO;970808;Colisão;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.5208267 -3.7273725);
EOE8330;2022-06-12 10:20:00;AV ABOLIÇÃO;RUA MANUEL JACARE;;MUCURIPE;970807;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.4875988 -3.7261416);
ZBI5672;2022-06-11 18:00:00;AV AGUANAMBI;RUA ANTONIO POMPEU;;CENTRO;970928;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.52402319999999 -3.7368769);
YQP4005;2022-06-22 14:00:00;Rua 15 de Novembro;RUA BAR CANINDE;;ITAOCA;970364;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.5567768 -3.7686194);
FCG1350;2022-06-11 15:00:00;RUA EDUARDO PERDIGAO;;;PARANGABA;970926;Capotamento;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.56357649661791 -3.776919868989025);
KRX9478;2022-06-22 16:20:00;Avenida Alberto Craveiro;;;CASTELAO;971119;Colisão Traseira;Luz do Dia;Bom;Seca;Rotatória;Pare;Longo da via;(-38.52443771896375 -3.806876780031767);
IHQ3543;2022-06-11 22:39:00;RUA MON HIPOLITO BRASIL;RUA ERNESTO PEDRO SANTOS;;JOQUEI CLUBE;970669;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5753334 -3.7607838);
HAP8953;2022-06-26 16:00:00;Avenida Pompílio Gomes;;;BARROSO;970464;Queda;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.52129414529704 -3.824941552721499);
SYK9521;2022-06-23 15:20:00;Avenida Augusto dos Anjos;RUA LINS DO REGO;;PARANGABA;970829;Colisão Transversal;Luz do Dia;Bom;Seca;T;Pare;Longo da via;(-38.5798391 -3.7809496);
RPH8963;2022-06-23 17:30:00;Rua José Vilar;RUA JOAO CARVALHO;;ALDEOTA;970862;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.5054836 -3.7382973);
WQD1922;2022-06-23 22:40:00;Avenida Val Paraíso;;;CONJUNTO PALMEIRAS;970863;Colisão Lateral;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.52740958650779 -3.842989887557386);
EJG9403;2022-06-11 09:30:00;AV PRE CASTELO BRANCO;;;PIRAMBU;970575;Colisão Lateral;Luz do Dia;Nublado;Molhada;Meio de quadra;Outros;Longo da via;(-38.55573371511256 -3.711833149093202);
SJO0151;2022-06-11 17:00:00;Avenida Professor Gomes de Matos;;;MONTESE;970511;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.54663029349361 -3.762365573737316);
CYY9410;2022-06-10 22:45:00;Rua José Mendonça;RUA NOSSA SRA APARECIDA;;AUTRAN NUNES;970977;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Pare;Cruzamento;(-38.60230758165655 -3.757949455893115);
CSM7982;2022-06-23 12:00:00;Rua Floriano Peixoto;RUA CARLOS GOMES;;JOSE BONIFACIO;971103;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.53134707197375 -3.740057928150605);
WAV1720;2022-06-10 13:38:00;Rua Pero Coelho;RUA DNA LEOPOLDINA;;CENTRO;970854;Colisão Frontal;Luz do Dia;Bom;Seca;Meio de quadra;Pare;Cruzamento;(-38.5203432 -3.7339127);
DXS5193;2022-06-23 10:20:00;Rua Alexandre Baraúna;;;RODOLFO TEOFILO;971104;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.55307833062724 -3.746749144092858);
DJF9704;2022-06-10 22:40:00;Avenida Presidente Costa e Silva;;;PREFEITO JOSE VALTER;970827;Colisão Lateral;Mal Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5503326 -3.8234508);
VJO9322;2022-06-23 10:40:00;Rua Edite Braga;RUA CESAR ROSSAS;;MONTESE;971131;Colisão Transversal;Luz do Dia;Chuva;Molhada;Não informado;Semáforo;Longo da via;(-38.5538809 -3.7689);
BNT6451;2022-06-10 10:00:00;Avenida Aguanambi;;;JOSE BONIFACIO;970708;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5237242 -3.750633);
ZYL1822;2022-06-10 12:40:00;Rua Ildefonso Albano;;;MEIRELES;970328;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.51022735978084 -3.72388839413944);
XYK9991;2022-06-24 21:00:00;Rua Joaquim Nabuco;;;DIONISIO TORRES;969194;Colisão Traseira;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.502963933951 -3.740523638435149);
MCV8885;2022-06-24 17:00:00;Rua Conselheiro Lafayette;RUA ALBERTO DE OLIVEIRA;;JARDIM IRACEMA;969630;Colisão Transversal;Luz do Dia;Bom;Seca;Meio de quadra;Pare;Longo da via;(-38.57944981067399 -3.718308447464362);
EIA8042;2022-06-24 12:30:00;Rua Meton de Alencar;;;CENTRO;970728;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.52811769090253 -3.734496150580093);
CVQ7726;2022-06-10 18:30:00;RUA GOIAS;RUA PERNAMBUCO;;DEMOCRITO ROCHA;968629;Colisão Lateral Sentido Oposto;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5672956 -3.7608026);
CMO3531;2022-06-10 15:10:00;Avenida Desembargador Gonzaga;;;CIDADE DOS FUNCIONRAIOS;968402;Queda;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.4976263404214 -3.80066977037639);
ZNB8027;2022-06-09 13:00:00;AV JOAO PESSOA;RUA PRO COSTA MENDES;;DAMAS;971036;Colisão Transversal;Luz do Dia;Nublado;Seca;Cruz;Semáforo Danificado;Cruzamento;(-38.5494485 -3.7523912);
WLS5488;2022-06-24 21:40:00;Rua João Tinoco;RUA CARLOS ARAUJO;;QUINTINO CUNHA;970951;Colisão Lateral;Não informado;Nublado;Molhada;Cruz;Pare;Longo da via;(-38.58989433095824 -3.728837982665997);
JTU0299;2022-06-09 15:25:00;Rua Barão de Aratanha;RUA PDE MIGUELINHO;;JOSE BONIFACIO;970924;Colisão Transversal;Luz do Dia;Bom;Molhada;Cruz;Pare;Cruzamento;(-38.5300398 -3.7438408);
ILL8592;2022-06-24 21:30:00;Avenida Professor José Arthur de Carvalho;;;LAGOA REDONDA;971078;Choque;Via Iluminada;Nublado;Molhada;Duplo T;Pare;Longo da via;(-38.4613241 -3.8250273);
TOJ1397;2022-06-09 21:00:00;Rua São Paulo;;;JACARECANGA;970529;Colisão Transversal;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5409504 -3.7216879);
UJI3171;2022-06-24 17:39:00;Rua Pedro Rufino;;;VARJOTA;971110;Colisão Lateral;Não informado;Bom;Seca;Meio de quadra;Não informado;Longo da via;(-38.48824397492665 -3.728688096927887);
ASE6669;2022-06-09 11:25:00;Avenida General Osório de Paiva;;;CANINDEZINHO;970305;Colisão Transversal;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.60139027813696 -3.804272076131552);
NCX9215;2022-06-25 04:00:00;Avenida Santos Dumont;;;PRAIA DO FUTURO I;960758;Choque c/ Obstáculo Fixo;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.45608428499119 -3.74976285104423);
HVB7439;2022-06-25 03:10:00;Avenida Historiador Raimundo Girão;RUA FRANCISCO DIAS RIBEIRO;;MEIRELES;960905;Colisão Lateral;Via Iluminada;Nublado;Molhada;Cruz;Pare;Longo da via;(-38.50439623235015 -3.724052332558621);
MWH7477;2022-06-25 21:30:00;Avenida Waldir Diogo;TR WALDIR DIOGO;;MONDUBIM;969746;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Pare;Longo da via;(-38.58317804698743 -3.805779500129788);
VAU8455;2022-06-26 01:30:00;Avenida Almirante Henrique Sabóia;;;MUCURIPE;970904;Capotamento;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.48013295968044 -3.723666909940959);
APC9925;2022-06-09 10:30:00;RUA JULIO ALCIDES;RUA ITALIA D43;;MARAPONGA;970160;Colisão Transversal;Luz do Dia;Bom;Seca;T;Pare;Cruzamento;(-38.5635378 -3.7888416);
GVZ0142;2022-06-25 10:10:00;Rua Saudade;RUA PEDRO MEDEIROS;;MONTESE;971101;Colisão Transversal;Não informado;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.5465466 -3.7690316);
FZR1795;2022-06-25 05:15:00;Avenida Alanis Maria Laurindo de Oliveira;RUA MIN ALBUQUERQUE LIMA;;CONJUNTO CEARA I;971111;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.6074244 -3.768702599999999);
CXM1398;2022-06-09 10:05:00;Avenida Borges de Melo;;;VILA UNIAO;969901;Colisão Traseira;Luz do Dia;Chuva;Molhada;Outros;Semáforo;Longo da via;(-38.5282051 -3.7605089);
AID5431;2022-06-26 04:45:00;Avenida Engenheiro Luiz Vieira;;;VICENTE PINZON;960888;Colisão Traseira;Via Iluminada;Bom;Seca;Não informado;Não há Controle;Longo da via;(-38.46773044564496 -3.732911653116618);
